berth_id,crane_id,operation_start,operation_end,containers_handled,crane_hours
13,40,2023-03-11 20:00:00,2023-03-12 01:00:00,1408,8.10644848465498
22,29,2023-03-11 21:00:00,2023-03-12 01:00:00,1870,8.458274919105076
2,21,2023-03-11 22:00:00,2023-03-12 05:00:00,1867,5.034033310936848
19,48,2023-03-11 23:00:00,2023-03-12 07:00:00,1681,4.053003305671809
1,7,2023-03-12 00:00:00,2023-03-12 03:00:00,1439,3.184417071813302
8,43,2023-03-12 01:00:00,2023-03-12 08:00:00,2499,3.1351448034721727
13,54,2023-03-12 02:00:00,2023-03-12 06:00:00,1551,2.860102762010655
1,52,2023-03-12 03:00:00,2023-03-12 10:00:00,2931,4.981746646381041
7,7,2023-03-12 04:00:00,2023-03-12 13:00:00,1092,5.3776675267805105
16,17,2023-03-12 05:00:00,2023-03-12 10:00:00,2005,1.9043659135046243
22,23,2023-03-12 06:00:00,2023-03-12 08:00:00,2883,4.607899655547326
24,42,2023-03-12 07:00:00,2023-03-12 16:00:00,1238,4.130198664596119
9,29,2023-03-12 08:00:00,2023-03-12 17:00:00,2590,9.300334773935456
17,33,2023-03-12 09:00:00,2023-03-12 15:00:00,1113,9.332671301923842
15,12,2023-03-12 10:00:00,2023-03-12 16:00:00,2386,4.404105495248625
4,4,2023-03-12 11:00:00,2023-03-12 17:00:00,493,2.607433415690858
8,24,2023-03-12 12:00:00,2023-03-12 20:00:00,1446,7.1153025274559765
24,51,2023-03-12 13:00:00,2023-03-12 17:00:00,52,7.498979692638587
9,33,2023-03-12 14:00:00,2023-03-12 20:00:00,491,1.9485282236421781
4,22,2023-03-12 15:00:00,2023-03-12 18:00:00,943,3.3299005184956023
16,44,2023-03-12 16:00:00,2023-03-12 20:00:00,1385,8.789354246820874
3,37,2023-03-12 17:00:00,2023-03-13 01:00:00,245,6.815597652161878
15,41,2023-03-12 18:00:00,2023-03-13 02:00:00,1792,3.8718095084786155
4,8,2023-03-12 19:00:00,2023-03-13 03:00:00,293,7.087682547107776
9,54,2023-03-12 20:00:00,2023-03-13 02:00:00,2682,9.521560998892388
19,8,2023-03-12 21:00:00,2023-03-13 02:00:00,1680,2.7364454381509553
22,35,2023-03-12 22:00:00,2023-03-13 06:00:00,149,6.28811997679335
5,3,2023-03-12 23:00:00,2023-03-13 07:00:00,253,4.801499038489982
7,21,2023-03-13 00:00:00,2023-03-13 09:00:00,643,9.984806881326804
9,22,2023-03-13 01:00:00,2023-03-13 05:00:00,1731,5.744674069904628
10,15,2023-03-13 02:00:00,2023-03-13 09:00:00,1617,7.885865814744743
17,38,2023-03-13 03:00:00,2023-03-13 12:00:00,2514,2.5175832891845555
14,59,2023-03-13 04:00:00,2023-03-13 09:00:00,2130,9.572741100905933
13,46,2023-03-13 05:00:00,2023-03-13 07:00:00,674,3.9124320213450217
19,38,2023-03-13 06:00:00,2023-03-13 12:00:00,2272,7.157121102261517
12,13,2023-03-13 07:00:00,2023-03-13 13:00:00,610,1.8716228778631354
9,54,2023-03-13 08:00:00,2023-03-13 17:00:00,2477,7.343253871427469
2,52,2023-03-13 09:00:00,2023-03-13 14:00:00,1617,6.307326129722114
21,4,2023-03-13 10:00:00,2023-03-13 17:00:00,2919,7.2721691075812664
13,57,2023-03-13 11:00:00,2023-03-13 17:00:00,1591,8.748749106735806
21,57,2023-03-13 12:00:00,2023-03-13 19:00:00,1769,1.0406371029801564
3,18,2023-03-13 13:00:00,2023-03-13 21:00:00,580,8.41638747611539
18,34,2023-03-13 14:00:00,2023-03-13 20:00:00,2396,9.532694597260347
13,21,2023-03-13 15:00:00,2023-03-13 22:00:00,1333,3.33612732532784
5,50,2023-03-13 16:00:00,2023-03-13 18:00:00,1335,9.76372824073736
11,40,2023-03-13 17:00:00,2023-03-13 19:00:00,452,7.784829917064694
2,1,2023-03-13 18:00:00,2023-03-14 01:00:00,2987,5.193204687175866
10,32,2023-03-13 19:00:00,2023-03-13 21:00:00,1791,2.8102812871415055
22,39,2023-03-13 20:00:00,2023-03-14 00:00:00,1333,7.111229342744027
12,11,2023-03-13 21:00:00,2023-03-14 00:00:00,262,9.251559692627112
11,6,2023-03-13 22:00:00,2023-03-14 07:00:00,1475,1.8352624587177317
4,19,2023-03-13 23:00:00,2023-03-14 06:00:00,426,9.201319529832208
10,16,2023-03-14 00:00:00,2023-03-14 04:00:00,2351,1.091899333454065
16,59,2023-03-14 01:00:00,2023-03-14 04:00:00,1826,3.8733137207198967
17,18,2023-03-14 02:00:00,2023-03-14 11:00:00,118,1.2299177836158093
4,5,2023-03-14 03:00:00,2023-03-14 05:00:00,904,1.2747758869631154
8,30,2023-03-14 04:00:00,2023-03-14 12:00:00,1513,3.072023831399075
15,33,2023-03-14 05:00:00,2023-03-14 08:00:00,1645,3.971609018109962
11,44,2023-03-14 06:00:00,2023-03-14 08:00:00,2290,1.0110865686436896
15,41,2023-03-14 07:00:00,2023-03-14 13:00:00,1763,4.68110402693097
1,17,2023-03-14 08:00:00,2023-03-14 11:00:00,2846,8.215933332281303
22,40,2023-03-14 09:00:00,2023-03-14 17:00:00,1074,2.9686486075196323
5,59,2023-03-14 10:00:00,2023-03-14 18:00:00,1623,8.414353307527843
24,12,2023-03-14 11:00:00,2023-03-14 18:00:00,310,9.692375097360623
4,33,2023-03-14 12:00:00,2023-03-14 19:00:00,2149,2.77100914860983
14,36,2023-03-14 13:00:00,2023-03-14 20:00:00,1545,3.2705572849219156
23,27,2023-03-14 14:00:00,2023-03-14 22:00:00,145,1.9121991220326828
1,44,2023-03-14 15:00:00,2023-03-14 22:00:00,76,7.2827564007910865
24,18,2023-03-14 16:00:00,2023-03-14 18:00:00,94,2.7161504325228725
4,19,2023-03-14 17:00:00,2023-03-14 20:00:00,2310,3.2812999645885554
24,55,2023-03-14 18:00:00,2023-03-15 02:00:00,2097,2.9542104152956594
2,25,2023-03-14 19:00:00,2023-03-15 02:00:00,705,6.164597624493193
4,28,2023-03-14 20:00:00,2023-03-15 02:00:00,1480,8.748546564485242
8,30,2023-03-14 21:00:00,2023-03-15 01:00:00,171,9.010034475734496
9,34,2023-03-14 22:00:00,2023-03-15 03:00:00,1557,2.6048812322735158
7,43,2023-03-14 23:00:00,2023-03-15 06:00:00,1692,2.6597513081110464
6,41,2023-03-15 00:00:00,2023-03-15 06:00:00,1079,1.1560140452183971
3,50,2023-03-15 01:00:00,2023-03-15 06:00:00,931,6.696383269653646
8,8,2023-03-15 02:00:00,2023-03-15 07:00:00,742,9.59289441035125
19,39,2023-03-15 03:00:00,2023-03-15 10:00:00,2198,4.935289253710886
17,11,2023-03-15 04:00:00,2023-03-15 10:00:00,1290,6.439406426370366
18,38,2023-03-15 05:00:00,2023-03-15 12:00:00,1021,7.9872373309003555
16,26,2023-03-15 06:00:00,2023-03-15 14:00:00,341,1.863083755313407
7,52,2023-03-15 07:00:00,2023-03-15 11:00:00,533,3.943172443558735
20,13,2023-03-15 08:00:00,2023-03-15 14:00:00,2135,9.131832200745936
13,2,2023-03-15 09:00:00,2023-03-15 12:00:00,788,3.118406039125628
14,17,2023-03-15 10:00:00,2023-03-15 16:00:00,1506,5.5143727277149255
1,19,2023-03-15 11:00:00,2023-03-15 16:00:00,1106,6.544040006619781
19,38,2023-03-15 12:00:00,2023-03-15 16:00:00,52,1.3339682106599624
23,4,2023-03-15 13:00:00,2023-03-15 17:00:00,1105,9.064130153770284
3,48,2023-03-15 14:00:00,2023-03-15 18:00:00,1404,2.0144757729394898
10,28,2023-03-15 15:00:00,2023-03-15 20:00:00,634,5.869766289469387
24,18,2023-03-15 16:00:00,2023-03-15 19:00:00,2675,7.694333924195768
12,7,2023-03-15 17:00:00,2023-03-15 21:00:00,759,9.562934159430286
7,26,2023-03-15 18:00:00,2023-03-16 02:00:00,434,8.776359373712953
16,5,2023-03-15 19:00:00,2023-03-16 04:00:00,1086,9.168469179985049
14,37,2023-03-15 20:00:00,2023-03-16 02:00:00,2308,8.56482372523332
7,26,2023-03-15 21:00:00,2023-03-16 00:00:00,1708,5.219026131795291
7,2,2023-03-15 22:00:00,2023-03-16 01:00:00,2634,1.2652458077875948
14,38,2023-03-15 23:00:00,2023-03-16 03:00:00,1784,8.442767361240112
5,41,2023-03-16 00:00:00,2023-03-16 03:00:00,2350,4.403697919507634
11,37,2023-03-16 01:00:00,2023-03-16 06:00:00,1166,2.8677499416444316
10,16,2023-03-16 02:00:00,2023-03-16 10:00:00,2870,8.011827279638654
4,8,2023-03-16 03:00:00,2023-03-16 09:00:00,786,6.5544653466539895
11,3,2023-03-16 04:00:00,2023-03-16 08:00:00,1620,8.391802325823718
2,31,2023-03-16 05:00:00,2023-03-16 09:00:00,2076,3.559425132364904
19,28,2023-03-16 06:00:00,2023-03-16 11:00:00,2117,4.319475499325479
15,36,2023-03-16 07:00:00,2023-03-16 11:00:00,172,9.782791942505813
5,11,2023-03-16 08:00:00,2023-03-16 17:00:00,2496,4.584360177085479
20,22,2023-03-16 09:00:00,2023-03-16 14:00:00,2981,8.649611488104469
23,23,2023-03-16 10:00:00,2023-03-16 12:00:00,2160,1.773951748140261
7,33,2023-03-16 11:00:00,2023-03-16 15:00:00,294,4.584032830084867
14,20,2023-03-16 12:00:00,2023-03-16 21:00:00,1590,2.8848215191849396
16,44,2023-03-16 13:00:00,2023-03-16 20:00:00,2469,6.868053656644681
1,37,2023-03-16 14:00:00,2023-03-16 21:00:00,102,6.796442897682112
21,56,2023-03-16 15:00:00,2023-03-16 23:00:00,1074,5.053628750573461
6,9,2023-03-16 16:00:00,2023-03-16 18:00:00,2729,3.113202326956218
1,57,2023-03-16 17:00:00,2023-03-17 01:00:00,1167,1.1220506054913972
21,21,2023-03-16 18:00:00,2023-03-17 00:00:00,448,9.371602131311883
23,43,2023-03-16 19:00:00,2023-03-16 23:00:00,1501,6.064751349277557
15,53,2023-03-16 20:00:00,2023-03-16 22:00:00,2992,2.611739418927961
4,8,2023-03-16 21:00:00,2023-03-16 23:00:00,545,5.491878401035165
7,13,2023-03-16 22:00:00,2023-03-17 07:00:00,1295,9.574806944020697
24,38,2023-03-16 23:00:00,2023-03-17 03:00:00,2083,3.2677177486714406
21,27,2023-03-17 00:00:00,2023-03-17 03:00:00,2513,1.995474463590313
3,31,2023-03-17 01:00:00,2023-03-17 03:00:00,535,4.638972855131135
17,39,2023-03-17 02:00:00,2023-03-17 09:00:00,306,3.8912897758255256
3,6,2023-03-17 03:00:00,2023-03-17 08:00:00,1338,1.9599155186788906
16,51,2023-03-17 04:00:00,2023-03-17 06:00:00,935,7.122409975358953
7,18,2023-03-17 05:00:00,2023-03-17 08:00:00,1167,1.158316095778362
18,29,2023-03-17 06:00:00,2023-03-17 15:00:00,165,8.213904361397926
10,42,2023-03-17 07:00:00,2023-03-17 12:00:00,1629,1.8998569293056171
17,7,2023-03-17 08:00:00,2023-03-17 16:00:00,1956,9.271680609108785
3,37,2023-03-17 09:00:00,2023-03-17 11:00:00,1225,1.8785946867501133
17,8,2023-03-17 10:00:00,2023-03-17 14:00:00,655,9.632130268180621
10,57,2023-03-17 11:00:00,2023-03-17 18:00:00,486,6.846190392578719
3,58,2023-03-17 12:00:00,2023-03-17 17:00:00,2911,6.142922214865353
23,45,2023-03-17 13:00:00,2023-03-17 18:00:00,1365,5.398767870563393
10,5,2023-03-17 14:00:00,2023-03-17 23:00:00,2313,2.9763021611459797
16,16,2023-03-17 15:00:00,2023-03-17 23:00:00,1896,7.436286307284576
1,34,2023-03-17 16:00:00,2023-03-17 19:00:00,2240,6.409156378184909
24,59,2023-03-17 17:00:00,2023-03-17 22:00:00,1816,5.0651737937731545
7,52,2023-03-17 18:00:00,2023-03-18 02:00:00,2803,8.981628885750476
1,26,2023-03-17 19:00:00,2023-03-17 21:00:00,1859,4.271089394902322
1,35,2023-03-17 20:00:00,2023-03-18 00:00:00,2245,5.031764139514655
2,16,2023-03-17 21:00:00,2023-03-18 05:00:00,313,3.663014668152005
16,15,2023-03-17 22:00:00,2023-03-18 03:00:00,408,2.2832555432585218
21,48,2023-03-17 23:00:00,2023-03-18 05:00:00,621,8.488409243582717
18,19,2023-03-18 00:00:00,2023-03-18 04:00:00,1422,2.1144862522600967
15,25,2023-03-18 01:00:00,2023-03-18 03:00:00,231,5.570417023206415
3,47,2023-03-18 02:00:00,2023-03-18 08:00:00,1387,7.260214366312913
5,5,2023-03-18 03:00:00,2023-03-18 07:00:00,237,1.4773758347480326
15,42,2023-03-18 04:00:00,2023-03-18 13:00:00,1943,8.65593553933153
13,24,2023-03-18 05:00:00,2023-03-18 08:00:00,704,5.00475272099639
15,45,2023-03-18 06:00:00,2023-03-18 09:00:00,2332,2.0612807717557446
22,3,2023-03-18 07:00:00,2023-03-18 14:00:00,1536,4.009489318557793
19,14,2023-03-18 08:00:00,2023-03-18 16:00:00,2222,5.645003457752922
9,42,2023-03-18 09:00:00,2023-03-18 12:00:00,1681,6.714534096382171
10,9,2023-03-18 10:00:00,2023-03-18 19:00:00,2267,4.380983634157919
20,51,2023-03-18 11:00:00,2023-03-18 18:00:00,70,1.0779953353646223
24,46,2023-03-18 12:00:00,2023-03-18 21:00:00,1535,4.668118524945632
16,44,2023-03-18 13:00:00,2023-03-18 19:00:00,1722,9.558276209234544
11,36,2023-03-18 14:00:00,2023-03-18 19:00:00,1333,8.029926213131626
20,54,2023-03-18 15:00:00,2023-03-18 23:00:00,2730,6.256683678720062
13,5,2023-03-18 16:00:00,2023-03-19 01:00:00,2704,5.572798120435363
6,27,2023-03-18 17:00:00,2023-03-19 00:00:00,972,8.590295856230078
8,9,2023-03-18 18:00:00,2023-03-18 21:00:00,1810,3.9908802790791094
13,37,2023-03-18 19:00:00,2023-03-19 04:00:00,2126,8.678413327629062
24,44,2023-03-18 20:00:00,2023-03-19 00:00:00,1015,6.522203899123129
19,53,2023-03-18 21:00:00,2023-03-19 02:00:00,1589,2.151279978388094
9,11,2023-03-18 22:00:00,2023-03-19 07:00:00,1507,7.399589917418269
22,33,2023-03-18 23:00:00,2023-03-19 04:00:00,1205,4.6879835044134905
23,22,2023-03-19 00:00:00,2023-03-19 08:00:00,2679,1.3475475854526267
2,55,2023-03-19 01:00:00,2023-03-19 04:00:00,1700,2.302770790658413
10,55,2023-03-19 02:00:00,2023-03-19 04:00:00,612,9.202697412120457
17,15,2023-03-19 03:00:00,2023-03-19 06:00:00,2910,7.122122870089552
22,2,2023-03-19 04:00:00,2023-03-19 10:00:00,730,1.7398737060486518
20,25,2023-03-19 05:00:00,2023-03-19 10:00:00,1674,1.8366406645071287
14,47,2023-03-19 06:00:00,2023-03-19 12:00:00,1344,1.268781468993538
14,24,2023-03-19 07:00:00,2023-03-19 13:00:00,950,9.827087174480178
21,32,2023-03-19 08:00:00,2023-03-19 11:00:00,1692,1.0073073420830183
3,50,2023-03-19 09:00:00,2023-03-19 15:00:00,1397,5.710316672030484
19,30,2023-03-19 10:00:00,2023-03-19 16:00:00,2427,4.803623617189726
23,8,2023-03-19 11:00:00,2023-03-19 16:00:00,803,5.166549027311218
6,27,2023-03-19 12:00:00,2023-03-19 16:00:00,2461,2.019615449154152
11,40,2023-03-19 13:00:00,2023-03-19 20:00:00,1903,3.9169228952361737
12,26,2023-03-19 14:00:00,2023-03-19 20:00:00,2681,1.9279315974635274
3,48,2023-03-19 15:00:00,2023-03-20 00:00:00,1545,1.2782944281799904
16,28,2023-03-19 16:00:00,2023-03-19 20:00:00,1618,8.908479005465482
20,4,2023-03-19 17:00:00,2023-03-19 23:00:00,352,1.8690521140530705
14,49,2023-03-19 18:00:00,2023-03-19 20:00:00,215,9.31725578890721
3,45,2023-03-19 19:00:00,2023-03-20 04:00:00,232,3.7128674518263116
19,49,2023-03-19 20:00:00,2023-03-20 03:00:00,54,4.749009230221452
21,12,2023-03-19 21:00:00,2023-03-20 02:00:00,1367,3.79355400589436
16,52,2023-03-19 22:00:00,2023-03-20 00:00:00,1253,9.46545908657284
5,28,2023-03-19 23:00:00,2023-03-20 07:00:00,208,4.623031335414722
5,46,2023-03-20 00:00:00,2023-03-20 09:00:00,1516,2.5701529201946958
22,8,2023-03-20 01:00:00,2023-03-20 05:00:00,762,1.0451065133986952
16,12,2023-03-20 02:00:00,2023-03-20 10:00:00,1235,1.261180595360905
15,37,2023-03-20 03:00:00,2023-03-20 08:00:00,388,5.245059783069788
15,55,2023-03-20 04:00:00,2023-03-20 10:00:00,716,6.2584910292827125
23,1,2023-03-20 05:00:00,2023-03-20 14:00:00,285,1.6732292662314872
16,44,2023-03-20 06:00:00,2023-03-20 09:00:00,2359,2.274011646964043
18,57,2023-03-20 07:00:00,2023-03-20 15:00:00,1527,5.7162226854244045
8,28,2023-03-20 08:00:00,2023-03-20 13:00:00,2789,3.7378387005220173
23,17,2023-03-20 09:00:00,2023-03-20 16:00:00,170,7.364161929651172
1,23,2023-03-20 10:00:00,2023-03-20 15:00:00,435,6.608602399973862
3,38,2023-03-20 11:00:00,2023-03-20 14:00:00,2344,7.277412865668614
19,52,2023-03-20 12:00:00,2023-03-20 16:00:00,367,5.522587720176576
11,11,2023-03-20 13:00:00,2023-03-20 21:00:00,459,4.078054199169818
13,16,2023-03-20 14:00:00,2023-03-20 17:00:00,590,5.067314835972944
3,53,2023-03-20 15:00:00,2023-03-20 20:00:00,1115,1.5898859994046735
23,27,2023-03-20 16:00:00,2023-03-20 18:00:00,555,7.365518960449565
24,10,2023-03-20 17:00:00,2023-03-20 22:00:00,598,4.691440620596128
13,17,2023-03-20 18:00:00,2023-03-21 00:00:00,760,9.638688595183957
12,35,2023-03-20 19:00:00,2023-03-21 02:00:00,2443,8.698179399468202
16,35,2023-03-20 20:00:00,2023-03-20 22:00:00,828,5.8924350693935565
16,22,2023-03-20 21:00:00,2023-03-21 02:00:00,1575,5.296072463662263
23,36,2023-03-20 22:00:00,2023-03-21 07:00:00,1286,7.69497571069365
24,30,2023-03-20 23:00:00,2023-03-21 04:00:00,182,3.2748729291463805
1,52,2023-03-21 00:00:00,2023-03-21 06:00:00,1859,7.812581812532253
5,30,2023-03-21 01:00:00,2023-03-21 06:00:00,214,4.435883562921205
19,52,2023-03-21 02:00:00,2023-03-21 04:00:00,1353,5.337967109202225
22,36,2023-03-21 03:00:00,2023-03-21 08:00:00,733,7.1081016535688955
14,45,2023-03-21 04:00:00,2023-03-21 11:00:00,2261,9.035142343255737
5,47,2023-03-21 05:00:00,2023-03-21 11:00:00,2793,4.952993240503777
21,30,2023-03-21 06:00:00,2023-03-21 11:00:00,624,9.659324373803749
19,4,2023-03-21 07:00:00,2023-03-21 10:00:00,1009,6.985965225003959
11,44,2023-03-21 08:00:00,2023-03-21 13:00:00,1502,6.541471495562594
7,34,2023-03-21 09:00:00,2023-03-21 15:00:00,691,5.760692127312796
22,12,2023-03-21 10:00:00,2023-03-21 17:00:00,1656,3.4248813883965594
6,31,2023-03-21 11:00:00,2023-03-21 16:00:00,1879,3.1980652228007003
8,12,2023-03-21 12:00:00,2023-03-21 14:00:00,1263,8.437917289833095
3,14,2023-03-21 13:00:00,2023-03-21 17:00:00,2664,6.050853595743648
11,27,2023-03-21 14:00:00,2023-03-21 23:00:00,2043,5.0946057801547635
21,32,2023-03-21 15:00:00,2023-03-21 18:00:00,1897,3.151268973460984
9,58,2023-03-21 16:00:00,2023-03-21 22:00:00,1318,1.8964419011006723
8,21,2023-03-21 17:00:00,2023-03-22 02:00:00,1511,2.7409928540244337
1,18,2023-03-21 18:00:00,2023-03-21 22:00:00,277,8.950072409045234
9,32,2023-03-21 19:00:00,2023-03-22 00:00:00,1027,9.388370566403436
17,7,2023-03-21 20:00:00,2023-03-21 23:00:00,2778,8.011845358476052
11,32,2023-03-21 21:00:00,2023-03-22 06:00:00,1361,9.595208527462505
12,2,2023-03-21 22:00:00,2023-03-22 06:00:00,1398,9.11147296560819
18,22,2023-03-21 23:00:00,2023-03-22 01:00:00,1033,7.4201474952560424
4,40,2023-03-22 00:00:00,2023-03-22 03:00:00,2731,1.6124743713801934
15,4,2023-03-22 01:00:00,2023-03-22 08:00:00,561,9.924716542312249
4,33,2023-03-22 02:00:00,2023-03-22 05:00:00,2596,6.396853365686438
7,27,2023-03-22 03:00:00,2023-03-22 11:00:00,2157,3.298084574352533
14,34,2023-03-22 04:00:00,2023-03-22 07:00:00,612,3.9393037849732253
16,36,2023-03-22 05:00:00,2023-03-22 07:00:00,1091,5.217407840856627
4,26,2023-03-22 06:00:00,2023-03-22 10:00:00,2567,9.397180262229657
2,46,2023-03-22 07:00:00,2023-03-22 15:00:00,1750,4.322077231863331
17,31,2023-03-22 08:00:00,2023-03-22 10:00:00,91,9.794481935151133
22,51,2023-03-22 09:00:00,2023-03-22 18:00:00,1961,4.174621855679096
17,14,2023-03-22 10:00:00,2023-03-22 14:00:00,53,6.425782122245848
3,4,2023-03-22 11:00:00,2023-03-22 13:00:00,1106,1.2374349414345032
5,23,2023-03-22 12:00:00,2023-03-22 17:00:00,2983,2.2669604713042855
4,5,2023-03-22 13:00:00,2023-03-22 18:00:00,1517,3.0631330634066734
23,17,2023-03-22 14:00:00,2023-03-22 18:00:00,1525,7.778340586554422
2,52,2023-03-22 15:00:00,2023-03-22 21:00:00,1911,5.5596223281105095
11,27,2023-03-22 16:00:00,2023-03-22 21:00:00,463,8.111174572955536
5,5,2023-03-22 17:00:00,2023-03-22 22:00:00,2175,1.0452844656162656
15,49,2023-03-22 18:00:00,2023-03-22 21:00:00,210,2.3277262542682227
2,18,2023-03-22 19:00:00,2023-03-23 03:00:00,2051,2.6420663491083154
12,9,2023-03-22 20:00:00,2023-03-23 00:00:00,2393,4.518598008453919
20,55,2023-03-22 21:00:00,2023-03-23 06:00:00,193,5.857994846307246
8,6,2023-03-22 22:00:00,2023-03-23 05:00:00,168,3.2547129042885174
19,40,2023-03-22 23:00:00,2023-03-23 07:00:00,307,2.334363806593202
11,26,2023-03-23 00:00:00,2023-03-23 06:00:00,2931,6.1693181290062284
16,54,2023-03-23 01:00:00,2023-03-23 06:00:00,331,8.818032166400013
13,59,2023-03-23 02:00:00,2023-03-23 06:00:00,1356,2.2567503960588855
24,29,2023-03-23 03:00:00,2023-03-23 06:00:00,1707,6.598178745847054
15,44,2023-03-23 04:00:00,2023-03-23 10:00:00,190,2.984808803231517
21,10,2023-03-23 05:00:00,2023-03-23 07:00:00,1362,1.3760692782881265
7,25,2023-03-23 06:00:00,2023-03-23 10:00:00,2645,3.477348334846936
20,49,2023-03-23 07:00:00,2023-03-23 16:00:00,2734,1.807512305157668
23,58,2023-03-23 08:00:00,2023-03-23 13:00:00,728,2.868995006448272
4,29,2023-03-23 09:00:00,2023-03-23 15:00:00,2130,4.223233764051852
7,26,2023-03-23 10:00:00,2023-03-23 15:00:00,1673,8.91302133477701
24,59,2023-03-23 11:00:00,2023-03-23 19:00:00,2757,8.137132390929207
1,23,2023-03-23 12:00:00,2023-03-23 21:00:00,1593,4.014647615293041
9,26,2023-03-23 13:00:00,2023-03-23 18:00:00,2566,6.401261657825514
12,14,2023-03-23 14:00:00,2023-03-23 16:00:00,1300,5.408950710327533
10,36,2023-03-23 15:00:00,2023-03-23 17:00:00,2708,1.9965309049080342
18,13,2023-03-23 16:00:00,2023-03-24 01:00:00,1091,7.836259052016816
24,43,2023-03-23 17:00:00,2023-03-23 22:00:00,708,9.093131296026602
2,5,2023-03-23 18:00:00,2023-03-24 02:00:00,1604,3.4554468284137365
24,20,2023-03-23 19:00:00,2023-03-24 00:00:00,2113,7.437821335375342
8,25,2023-03-23 20:00:00,2023-03-24 04:00:00,2269,9.982549105920718
11,15,2023-03-23 21:00:00,2023-03-23 23:00:00,1517,3.3205740099000725
9,12,2023-03-23 22:00:00,2023-03-24 04:00:00,2960,1.6324057899403295
23,15,2023-03-23 23:00:00,2023-03-24 06:00:00,459,3.0015771453502884
3,52,2023-03-24 00:00:00,2023-03-24 08:00:00,1926,7.176496022813639
1,50,2023-03-24 01:00:00,2023-03-24 03:00:00,2091,1.9192866992843216
17,9,2023-03-24 02:00:00,2023-03-24 08:00:00,1878,3.6074018161512837
21,20,2023-03-24 03:00:00,2023-03-24 06:00:00,2707,5.711625823800328
24,49,2023-03-24 04:00:00,2023-03-24 13:00:00,2964,6.536954263401586
12,13,2023-03-24 05:00:00,2023-03-24 14:00:00,2327,7.5852102303799205
14,54,2023-03-24 06:00:00,2023-03-24 14:00:00,917,1.3361058409331799
10,5,2023-03-24 07:00:00,2023-03-24 14:00:00,1474,8.812111964201126
2,37,2023-03-24 08:00:00,2023-03-24 14:00:00,1491,7.5420042227859385
17,23,2023-03-24 09:00:00,2023-03-24 16:00:00,243,4.035879024188564
23,29,2023-03-24 10:00:00,2023-03-24 13:00:00,1995,1.3681640832319184
10,57,2023-03-24 11:00:00,2023-03-24 16:00:00,2050,6.0097244321368075
2,43,2023-03-24 12:00:00,2023-03-24 15:00:00,1195,7.43658036909991
8,5,2023-03-24 13:00:00,2023-03-24 21:00:00,220,2.4945171007475704
14,15,2023-03-24 14:00:00,2023-03-24 18:00:00,480,4.030468137334671
11,29,2023-03-24 15:00:00,2023-03-24 20:00:00,861,4.142409558066709
6,11,2023-03-24 16:00:00,2023-03-24 22:00:00,1960,7.7964773730615295
14,28,2023-03-24 17:00:00,2023-03-25 02:00:00,2276,1.9044684983043134
12,10,2023-03-24 18:00:00,2023-03-24 20:00:00,343,7.219638694356755
7,2,2023-03-24 19:00:00,2023-03-25 00:00:00,1133,9.175072584522885
14,24,2023-03-24 20:00:00,2023-03-24 22:00:00,1503,1.2089018363028974
22,36,2023-03-24 21:00:00,2023-03-25 05:00:00,924,4.038765568727559
11,31,2023-03-24 22:00:00,2023-03-25 01:00:00,2479,9.932122720613417
17,35,2023-03-24 23:00:00,2023-03-25 01:00:00,220,7.553490586912588
16,25,2023-03-25 00:00:00,2023-03-25 09:00:00,2035,9.499333734444138
23,26,2023-03-25 01:00:00,2023-03-25 09:00:00,2482,6.099637476156682
22,46,2023-03-25 02:00:00,2023-03-25 08:00:00,2698,4.646822599265844
8,40,2023-03-25 03:00:00,2023-03-25 06:00:00,1143,3.1390538290422927
20,20,2023-03-25 04:00:00,2023-03-25 12:00:00,1111,8.510082019423198
22,31,2023-03-25 05:00:00,2023-03-25 10:00:00,298,8.765424834082467
15,25,2023-03-25 06:00:00,2023-03-25 11:00:00,2494,5.097625281905282
18,27,2023-03-25 07:00:00,2023-03-25 09:00:00,2172,5.172009017736984
8,27,2023-03-25 08:00:00,2023-03-25 15:00:00,2150,7.32870541763293
17,23,2023-03-25 09:00:00,2023-03-25 17:00:00,2401,1.971170779472368
11,43,2023-03-25 10:00:00,2023-03-25 14:00:00,2395,6.23951326768448
12,13,2023-03-25 11:00:00,2023-03-25 20:00:00,2739,4.0604110311748585
3,52,2023-03-25 12:00:00,2023-03-25 21:00:00,440,5.545550256555049
7,17,2023-03-25 13:00:00,2023-03-25 15:00:00,776,6.861281022013097
15,3,2023-03-25 14:00:00,2023-03-25 17:00:00,1702,9.087088712774039
13,36,2023-03-25 15:00:00,2023-03-26 00:00:00,2953,7.782641591181888
3,33,2023-03-25 16:00:00,2023-03-25 18:00:00,1960,8.739968161902649
9,53,2023-03-25 17:00:00,2023-03-25 21:00:00,1917,8.541088638721764
1,9,2023-03-25 18:00:00,2023-03-26 01:00:00,2000,7.982359046919398
9,50,2023-03-25 19:00:00,2023-03-25 22:00:00,2052,3.2383267034423664
8,41,2023-03-25 20:00:00,2023-03-26 00:00:00,1536,6.467289743331925
17,12,2023-03-25 21:00:00,2023-03-26 04:00:00,843,5.992781332215348
18,37,2023-03-25 22:00:00,2023-03-26 07:00:00,65,3.7670300648600152
10,26,2023-03-25 23:00:00,2023-03-26 07:00:00,2725,5.002674867878582
