vessel_id,vessel_type,scheduled_arrival,actual_arrival,departure_time,berth_id,gross_tonnage,length_overall_m
VSL112030,Tanker,2023-03-26 14:00:00,2023-03-26 21:00:00,2023-03-28 21:00:00,4,179664,255
VSL112031,Tanker,2023-03-26 15:00:00,2023-03-26 19:00:00,2023-03-28 19:00:00,22,80817,265
VSL112032,Bulk,2023-03-26 16:00:00,2023-03-26 22:00:00,2023-03-29 15:00:00,4,139437,281
VSL112033,Container,2023-03-26 17:00:00,2023-03-26 20:00:00,2023-03-28 02:00:00,11,66331,211
VSL112034,Tanker,2023-03-26 18:00:00,2023-03-27 03:00:00,2023-03-29 05:00:00,6,64033,169
VSL112035,Container,2023-03-26 19:00:00,2023-03-26 23:00:00,2023-03-27 20:00:00,19,79649,295
VSL112036,Tanker,2023-03-26 20:00:00,2023-03-27 07:00:00,2023-03-29 08:00:00,20,138215,388
VSL112037,Container,2023-03-26 21:00:00,2023-03-27 00:00:00,2023-03-28 10:00:00,9,77918,248
VSL112038,Bulk,2023-03-26 22:00:00,2023-03-27 00:00:00,2023-03-28 07:00:00,1,78587,170
VSL112039,Container,2023-03-26 23:00:00,2023-03-27 09:00:00,2023-03-29 14:00:00,23,36001,386
VSL112040,Tanker,2023-03-27 00:00:00,2023-03-27 00:00:00,2023-03-28 00:00:00,19,161952,195
VSL112041,Container,2023-03-27 01:00:00,2023-03-27 05:00:00,2023-03-29 17:00:00,9,167547,263
VSL112042,Bulk,2023-03-27 02:00:00,2023-03-27 13:00:00,2023-03-28 22:00:00,12,59572,271
VSL112043,Bulk,2023-03-27 03:00:00,2023-03-27 04:00:00,2023-03-28 07:00:00,7,148917,248
VSL112044,Container,2023-03-27 04:00:00,2023-03-27 09:00:00,2023-03-28 12:00:00,11,80489,393
VSL112045,Tanker,2023-03-27 05:00:00,2023-03-27 09:00:00,2023-03-28 13:00:00,2,134127,363
VSL112046,Bulk,2023-03-27 06:00:00,2023-03-27 16:00:00,2023-03-28 23:00:00,11,94682,199
VSL112047,Bulk,2023-03-27 07:00:00,2023-03-27 08:00:00,2023-03-28 11:00:00,5,29362,181
VSL112048,Container,2023-03-27 08:00:00,2023-03-27 15:00:00,2023-03-28 23:00:00,16,131556,281
VSL112049,Bulk,2023-03-27 09:00:00,2023-03-27 13:00:00,2023-03-29 18:00:00,15,20021,384
VSL112050,Bulk,2023-03-27 10:00:00,2023-03-27 11:00:00,2023-03-28 13:00:00,17,47602,314
VSL112051,Tanker,2023-03-27 11:00:00,2023-03-27 11:00:00,2023-03-29 07:00:00,17,40098,303
VSL112052,Tanker,2023-03-27 12:00:00,2023-03-27 13:00:00,2023-03-30 00:00:00,23,86001,357
VSL112053,Tanker,2023-03-27 13:00:00,2023-03-27 13:00:00,2023-03-30 04:00:00,16,98308,184
VSL112054,Container,2023-03-27 14:00:00,2023-03-27 23:00:00,2023-03-30 09:00:00,12,172846,293
VSL112055,Bulk,2023-03-27 15:00:00,2023-03-28 00:00:00,2023-03-29 04:00:00,23,128052,255
VSL112056,Container,2023-03-27 16:00:00,2023-03-27 18:00:00,2023-03-29 18:00:00,11,178500,294
VSL112057,Bulk,2023-03-27 17:00:00,2023-03-27 19:00:00,2023-03-29 04:00:00,8,33158,253
VSL112058,Bulk,2023-03-27 18:00:00,2023-03-28 05:00:00,2023-03-29 20:00:00,8,165176,286
VSL112059,Bulk,2023-03-27 19:00:00,2023-03-28 04:00:00,2023-03-30 04:00:00,12,167274,356
VSL112060,Tanker,2023-03-27 20:00:00,2023-03-27 20:00:00,2023-03-28 23:00:00,23,91217,330
VSL112061,Container,2023-03-27 21:00:00,2023-03-28 03:00:00,2023-03-30 15:00:00,19,145198,341
VSL112062,Container,2023-03-27 22:00:00,2023-03-28 07:00:00,2023-03-30 17:00:00,19,137570,305
VSL112063,Bulk,2023-03-27 23:00:00,2023-03-28 05:00:00,2023-03-29 00:00:00,18,94525,363
VSL112064,Container,2023-03-28 00:00:00,2023-03-28 08:00:00,2023-03-30 17:00:00,1,101356,307
VSL112065,Tanker,2023-03-28 01:00:00,2023-03-28 05:00:00,2023-03-30 18:00:00,15,44838,351
VSL112066,Container,2023-03-28 02:00:00,2023-03-28 05:00:00,2023-03-30 09:00:00,16,106984,392
VSL112067,Bulk,2023-03-28 03:00:00,2023-03-28 07:00:00,2023-03-29 04:00:00,24,52431,257
VSL112068,Tanker,2023-03-28 04:00:00,2023-03-28 11:00:00,2023-03-30 01:00:00,22,29566,271
VSL112069,Tanker,2023-03-28 05:00:00,2023-03-28 12:00:00,2023-03-29 23:00:00,21,20664,276
VSL112070,Bulk,2023-03-28 06:00:00,2023-03-28 17:00:00,2023-03-30 07:00:00,17,125921,273
VSL112071,Container,2023-03-28 07:00:00,2023-03-28 10:00:00,2023-03-30 02:00:00,21,82865,335
VSL112072,Bulk,2023-03-28 08:00:00,2023-03-28 19:00:00,2023-03-30 19:00:00,8,161587,297
VSL112073,Container,2023-03-28 09:00:00,2023-03-28 16:00:00,2023-03-30 02:00:00,24,64473,343
VSL112074,Container,2023-03-28 10:00:00,2023-03-28 13:00:00,2023-03-29 23:00:00,10,112300,283
VSL112075,Tanker,2023-03-28 11:00:00,2023-03-28 14:00:00,2023-03-30 06:00:00,6,127986,333
VSL112076,Bulk,2023-03-28 12:00:00,2023-03-28 22:00:00,2023-03-31 08:00:00,2,76905,204
VSL112077,Tanker,2023-03-28 13:00:00,2023-03-28 20:00:00,2023-03-30 12:00:00,2,104222,377
VSL112078,Bulk,2023-03-28 14:00:00,2023-03-28 15:00:00,2023-03-31 12:00:00,18,131851,318
VSL112079,Bulk,2023-03-28 15:00:00,2023-03-28 18:00:00,2023-03-31 13:00:00,24,89463,280
VSL112080,Tanker,2023-03-28 16:00:00,2023-03-28 16:00:00,2023-03-30 22:00:00,12,158131,252
VSL112081,Bulk,2023-03-28 17:00:00,2023-03-28 17:00:00,2023-03-31 04:00:00,24,89525,377
VSL112082,Bulk,2023-03-28 18:00:00,2023-03-29 04:00:00,2023-03-30 08:00:00,8,66426,243
VSL112083,Container,2023-03-28 19:00:00,2023-03-29 02:00:00,2023-03-31 16:00:00,1,101135,242
VSL112084,Bulk,2023-03-28 20:00:00,2023-03-28 23:00:00,2023-03-30 02:00:00,13,106386,209
VSL112085,Bulk,2023-03-28 21:00:00,2023-03-29 02:00:00,2023-03-30 19:00:00,10,93019,192
VSL112086,Tanker,2023-03-28 22:00:00,2023-03-29 02:00:00,2023-03-31 02:00:00,4,61340,184
VSL112087,Tanker,2023-03-28 23:00:00,2023-03-29 08:00:00,2023-03-31 15:00:00,9,139069,380
VSL112088,Bulk,2023-03-29 00:00:00,2023-03-29 05:00:00,2023-03-30 03:00:00,7,39299,212
VSL112089,Container,2023-03-29 01:00:00,2023-03-29 04:00:00,2023-03-31 07:00:00,19,35074,221
VSL112090,Container,2023-03-29 02:00:00,2023-03-29 05:00:00,2023-03-30 19:00:00,10,148002,183
VSL112091,Tanker,2023-03-29 03:00:00,2023-03-29 09:00:00,2023-03-31 23:00:00,3,64375,346
VSL112092,Bulk,2023-03-29 04:00:00,2023-03-29 04:00:00,2023-03-31 10:00:00,18,91023,311
VSL112093,Bulk,2023-03-29 05:00:00,2023-03-29 13:00:00,2023-04-01 03:00:00,23,42291,331
VSL112094,Container,2023-03-29 06:00:00,2023-03-29 15:00:00,2023-03-31 17:00:00,8,34104,350
VSL112095,Container,2023-03-29 07:00:00,2023-03-29 09:00:00,2023-03-31 00:00:00,1,87876,358
VSL112096,Container,2023-03-29 08:00:00,2023-03-29 11:00:00,2023-03-30 17:00:00,23,91952,214
VSL112097,Tanker,2023-03-29 09:00:00,2023-03-29 17:00:00,2023-03-30 15:00:00,18,121146,186
VSL112098,Bulk,2023-03-29 10:00:00,2023-03-29 14:00:00,2023-03-31 23:00:00,7,99768,378
VSL112099,Tanker,2023-03-29 11:00:00,2023-03-29 22:00:00,2023-04-01 07:00:00,22,82495,210
VSL112100,Bulk,2023-03-29 12:00:00,2023-03-29 15:00:00,2023-03-31 15:00:00,15,103011,241
VSL112101,Tanker,2023-03-29 13:00:00,2023-03-30 00:00:00,2023-03-31 06:00:00,9,171104,389
VSL112102,Bulk,2023-03-29 14:00:00,2023-03-29 19:00:00,2023-03-31 20:00:00,23,143327,304
VSL112103,Container,2023-03-29 15:00:00,2023-03-29 15:00:00,2023-03-30 23:00:00,9,175281,238
VSL112104,Container,2023-03-29 16:00:00,2023-03-30 01:00:00,2023-04-01 10:00:00,5,121672,236
VSL112105,Container,2023-03-29 17:00:00,2023-03-29 17:00:00,2023-03-31 08:00:00,13,72996,347
VSL112106,Tanker,2023-03-29 18:00:00,2023-03-29 22:00:00,2023-04-01 09:00:00,22,147769,237
VSL112107,Container,2023-03-29 19:00:00,2023-03-29 23:00:00,2023-03-31 19:00:00,13,88120,288
VSL112108,Bulk,2023-03-29 20:00:00,2023-03-30 06:00:00,2023-04-01 08:00:00,22,46427,208
VSL112109,Tanker,2023-03-29 21:00:00,2023-03-30 05:00:00,2023-04-01 02:00:00,3,108663,184
VSL112110,Bulk,2023-03-29 22:00:00,2023-03-29 22:00:00,2023-04-01 20:00:00,19,117949,166
VSL112111,Tanker,2023-03-29 23:00:00,2023-03-30 01:00:00,2023-03-31 00:00:00,12,105042,271
VSL112112,Bulk,2023-03-30 00:00:00,2023-03-30 02:00:00,2023-03-31 04:00:00,17,127073,163
VSL112113,Bulk,2023-03-30 01:00:00,2023-03-30 04:00:00,2023-04-01 18:00:00,4,132369,299
VSL112114,Tanker,2023-03-30 02:00:00,2023-03-30 13:00:00,2023-04-01 07:00:00,19,179206,303
VSL112115,Tanker,2023-03-30 03:00:00,2023-03-30 09:00:00,2023-03-31 21:00:00,7,62910,249
VSL112116,Container,2023-03-30 04:00:00,2023-03-30 10:00:00,2023-03-31 17:00:00,6,161445,395
VSL112117,Container,2023-03-30 05:00:00,2023-03-30 14:00:00,2023-04-01 07:00:00,14,25660,241
VSL112118,Bulk,2023-03-30 06:00:00,2023-03-30 10:00:00,2023-04-01 11:00:00,13,93091,247
VSL112119,Bulk,2023-03-30 07:00:00,2023-03-30 15:00:00,2023-04-02 03:00:00,19,68141,389
VSL112120,Bulk,2023-03-30 08:00:00,2023-03-30 14:00:00,2023-03-31 21:00:00,6,73748,212
VSL112121,Tanker,2023-03-30 09:00:00,2023-03-30 10:00:00,2023-04-01 15:00:00,10,114101,199
VSL112122,Tanker,2023-03-30 10:00:00,2023-03-30 21:00:00,2023-04-01 21:00:00,3,71680,254
VSL112123,Container,2023-03-30 11:00:00,2023-03-30 13:00:00,2023-04-02 01:00:00,9,66998,254
VSL112124,Bulk,2023-03-30 12:00:00,2023-03-30 22:00:00,2023-04-01 17:00:00,3,103648,269
VSL112125,Container,2023-03-30 13:00:00,2023-03-30 19:00:00,2023-04-02 02:00:00,17,113739,200
VSL112126,Tanker,2023-03-30 14:00:00,2023-03-30 18:00:00,2023-04-02 12:00:00,19,52407,247
VSL112127,Tanker,2023-03-30 15:00:00,2023-03-30 21:00:00,2023-04-01 01:00:00,14,165562,323
VSL112128,Tanker,2023-03-30 16:00:00,2023-03-31 00:00:00,2023-04-01 08:00:00,5,174067,223
VSL112129,Container,2023-03-30 17:00:00,2023-03-31 01:00:00,2023-04-01 02:00:00,8,82546,226
VSL112130,Tanker,2023-03-30 18:00:00,2023-03-30 20:00:00,2023-04-01 09:00:00,15,77779,273
VSL112131,Bulk,2023-03-30 19:00:00,2023-03-31 02:00:00,2023-04-01 05:00:00,17,32725,248
VSL112132,Container,2023-03-30 20:00:00,2023-03-31 01:00:00,2023-04-02 10:00:00,4,158504,337
VSL112133,Tanker,2023-03-30 21:00:00,2023-03-31 00:00:00,2023-04-02 00:00:00,10,136508,170
VSL112134,Container,2023-03-30 22:00:00,2023-03-31 01:00:00,2023-04-01 18:00:00,16,66929,298
VSL112135,Container,2023-03-30 23:00:00,2023-03-31 02:00:00,2023-04-02 02:00:00,8,88686,325
VSL112136,Tanker,2023-03-31 00:00:00,2023-03-31 06:00:00,2023-04-01 22:00:00,11,173886,386
VSL112137,Tanker,2023-03-31 01:00:00,2023-03-31 06:00:00,2023-04-02 22:00:00,22,151311,152
VSL112138,Container,2023-03-31 02:00:00,2023-03-31 03:00:00,2023-04-01 02:00:00,20,30575,314
VSL112139,Container,2023-03-31 03:00:00,2023-03-31 07:00:00,2023-04-01 15:00:00,19,31085,156
VSL112140,Tanker,2023-03-31 04:00:00,2023-03-31 08:00:00,2023-04-01 11:00:00,1,164751,266
VSL112141,Bulk,2023-03-31 05:00:00,2023-03-31 10:00:00,2023-04-01 23:00:00,10,140754,212
VSL112142,Container,2023-03-31 06:00:00,2023-03-31 12:00:00,2023-04-02 05:00:00,12,102296,159
VSL112143,Container,2023-03-31 07:00:00,2023-03-31 18:00:00,2023-04-02 22:00:00,24,31800,269
VSL112144,Bulk,2023-03-31 08:00:00,2023-03-31 18:00:00,2023-04-02 20:00:00,2,172554,239
VSL112145,Tanker,2023-03-31 09:00:00,2023-03-31 16:00:00,2023-04-02 09:00:00,7,51126,303
VSL112146,Tanker,2023-03-31 10:00:00,2023-03-31 21:00:00,2023-04-03 04:00:00,19,38809,394
VSL112147,Bulk,2023-03-31 11:00:00,2023-03-31 20:00:00,2023-04-02 12:00:00,21,168874,251
VSL112148,Tanker,2023-03-31 12:00:00,2023-03-31 19:00:00,2023-04-03 09:00:00,6,99387,276
VSL112149,Tanker,2023-03-31 13:00:00,2023-03-31 23:00:00,2023-04-03 06:00:00,12,173966,210
VSL112150,Container,2023-03-31 14:00:00,2023-03-31 18:00:00,2023-04-02 16:00:00,3,85674,286
VSL112151,Container,2023-03-31 15:00:00,2023-03-31 16:00:00,2023-04-02 22:00:00,16,156272,301
VSL112152,Container,2023-03-31 16:00:00,2023-04-01 01:00:00,2023-04-03 11:00:00,16,74745,192
VSL112153,Bulk,2023-03-31 17:00:00,2023-04-01 00:00:00,2023-04-01 19:00:00,22,171219,219
VSL112154,Tanker,2023-03-31 18:00:00,2023-03-31 23:00:00,2023-04-03 10:00:00,11,87967,164
VSL112155,Tanker,2023-03-31 19:00:00,2023-03-31 21:00:00,2023-04-03 13:00:00,7,108786,393
VSL112156,Container,2023-03-31 20:00:00,2023-03-31 23:00:00,2023-04-02 04:00:00,14,37772,319
VSL112157,Container,2023-03-31 21:00:00,2023-04-01 08:00:00,2023-04-01 21:00:00,10,151308,219
VSL112158,Bulk,2023-03-31 22:00:00,2023-03-31 22:00:00,2023-04-02 15:00:00,13,101242,208
VSL112159,Tanker,2023-03-31 23:00:00,2023-04-01 01:00:00,2023-04-02 01:00:00,16,111599,177
VSL112160,Bulk,2023-04-01 00:00:00,2023-04-01 03:00:00,2023-04-02 13:00:00,7,74626,254
VSL112161,Tanker,2023-04-01 01:00:00,2023-04-01 02:00:00,2023-04-03 08:00:00,18,91550,264
VSL112162,Bulk,2023-04-01 02:00:00,2023-04-01 13:00:00,2023-04-02 05:00:00,15,46482,157
VSL112163,Container,2023-04-01 03:00:00,2023-04-01 08:00:00,2023-04-03 15:00:00,18,48200,278
VSL112164,Bulk,2023-04-01 04:00:00,2023-04-01 11:00:00,2023-04-03 00:00:00,15,76400,340
VSL112165,Bulk,2023-04-01 05:00:00,2023-04-01 16:00:00,2023-04-03 22:00:00,11,132758,204
VSL112166,Container,2023-04-01 06:00:00,2023-04-01 11:00:00,2023-04-03 08:00:00,11,67208,329
VSL112167,Tanker,2023-04-01 07:00:00,2023-04-01 16:00:00,2023-04-02 11:00:00,19,168103,232
VSL112168,Tanker,2023-04-01 08:00:00,2023-04-01 10:00:00,2023-04-02 10:00:00,7,53583,223
VSL112169,Container,2023-04-01 09:00:00,2023-04-01 17:00:00,2023-04-03 06:00:00,17,46597,186
VSL112170,Bulk,2023-04-01 10:00:00,2023-04-01 13:00:00,2023-04-03 05:00:00,8,174017,348
VSL112171,Bulk,2023-04-01 11:00:00,2023-04-01 16:00:00,2023-04-04 03:00:00,20,24879,309
VSL112172,Bulk,2023-04-01 12:00:00,2023-04-01 15:00:00,2023-04-04 07:00:00,6,30980,314
VSL112173,Tanker,2023-04-01 13:00:00,2023-04-01 16:00:00,2023-04-02 14:00:00,14,80295,337
VSL112174,Bulk,2023-04-01 14:00:00,2023-04-02 00:00:00,2023-04-04 08:00:00,5,130521,398
VSL112175,Tanker,2023-04-01 15:00:00,2023-04-01 16:00:00,2023-04-02 15:00:00,1,172466,252
VSL112176,Bulk,2023-04-01 16:00:00,2023-04-02 01:00:00,2023-04-03 14:00:00,21,151608,160
VSL112177,Container,2023-04-01 17:00:00,2023-04-01 18:00:00,2023-04-04 16:00:00,21,178020,269
VSL112178,Container,2023-04-01 18:00:00,2023-04-01 19:00:00,2023-04-03 18:00:00,23,41579,257
VSL112179,Tanker,2023-04-01 19:00:00,2023-04-01 20:00:00,2023-04-03 20:00:00,9,78847,226
VSL112180,Tanker,2023-04-01 20:00:00,2023-04-02 03:00:00,2023-04-02 22:00:00,1,174223,245
VSL112181,Container,2023-04-01 21:00:00,2023-04-02 06:00:00,2023-04-04 03:00:00,5,130388,297
VSL112182,Container,2023-04-01 22:00:00,2023-04-02 01:00:00,2023-04-04 00:00:00,20,145703,174
VSL112183,Bulk,2023-04-01 23:00:00,2023-04-02 02:00:00,2023-04-03 11:00:00,23,76019,218
VSL112184,Container,2023-04-02 00:00:00,2023-04-02 09:00:00,2023-04-04 22:00:00,5,141359,266
VSL112185,Tanker,2023-04-02 01:00:00,2023-04-02 10:00:00,2023-04-04 09:00:00,2,86516,392
VSL112186,Container,2023-04-02 02:00:00,2023-04-02 12:00:00,2023-04-04 02:00:00,16,165601,177
VSL112187,Tanker,2023-04-02 03:00:00,2023-04-02 05:00:00,2023-04-03 18:00:00,14,158989,220
VSL112188,Tanker,2023-04-02 04:00:00,2023-04-02 08:00:00,2023-04-05 02:00:00,4,172489,364
VSL112189,Bulk,2023-04-02 05:00:00,2023-04-02 08:00:00,2023-04-04 18:00:00,15,43035,171
VSL112190,Bulk,2023-04-02 06:00:00,2023-04-02 12:00:00,2023-04-04 07:00:00,20,58601,281
VSL112191,Bulk,2023-04-02 07:00:00,2023-04-02 16:00:00,2023-04-05 05:00:00,19,146506,364
VSL112192,Bulk,2023-04-02 08:00:00,2023-04-02 14:00:00,2023-04-04 01:00:00,11,46135,312
VSL112193,Container,2023-04-02 09:00:00,2023-04-02 14:00:00,2023-04-04 01:00:00,5,22350,168
VSL112194,Bulk,2023-04-02 10:00:00,2023-04-02 16:00:00,2023-04-05 07:00:00,8,107353,165
VSL112195,Container,2023-04-02 11:00:00,2023-04-02 22:00:00,2023-04-04 11:00:00,16,56906,346
VSL112196,Bulk,2023-04-02 12:00:00,2023-04-02 18:00:00,2023-04-04 13:00:00,2,162707,319
VSL112197,Bulk,2023-04-02 13:00:00,2023-04-02 20:00:00,2023-04-04 06:00:00,15,51990,271
VSL112198,Tanker,2023-04-02 14:00:00,2023-04-03 00:00:00,2023-04-03 14:00:00,14,155690,286
VSL112199,Container,2023-04-02 15:00:00,2023-04-02 15:00:00,2023-04-05 12:00:00,2,144237,310
VSL112200,Tanker,2023-04-02 16:00:00,2023-04-02 18:00:00,2023-04-03 22:00:00,5,40924,168
VSL112201,Bulk,2023-04-02 17:00:00,2023-04-03 04:00:00,2023-04-04 22:00:00,2,171274,369
VSL112202,Container,2023-04-02 18:00:00,2023-04-02 20:00:00,2023-04-05 02:00:00,2,132646,315
VSL112203,Bulk,2023-04-02 19:00:00,2023-04-02 23:00:00,2023-04-04 19:00:00,3,121643,311
VSL112204,Tanker,2023-04-02 20:00:00,2023-04-03 05:00:00,2023-04-04 20:00:00,9,153584,360
VSL112205,Container,2023-04-02 21:00:00,2023-04-03 03:00:00,2023-04-04 23:00:00,22,100908,221
VSL112206,Tanker,2023-04-02 22:00:00,2023-04-03 07:00:00,2023-04-05 08:00:00,17,124057,275
VSL112207,Bulk,2023-04-02 23:00:00,2023-04-03 04:00:00,2023-04-05 17:00:00,16,145489,178
VSL112208,Bulk,2023-04-03 00:00:00,2023-04-03 03:00:00,2023-04-04 17:00:00,19,150774,347
VSL112209,Bulk,2023-04-03 01:00:00,2023-04-03 06:00:00,2023-04-05 06:00:00,5,47641,378
VSL112210,Container,2023-04-03 02:00:00,2023-04-03 08:00:00,2023-04-04 15:00:00,4,33320,347
VSL112211,Tanker,2023-04-03 03:00:00,2023-04-03 06:00:00,2023-04-05 13:00:00,5,150622,255
VSL112212,Tanker,2023-04-03 04:00:00,2023-04-03 14:00:00,2023-04-05 13:00:00,1,139491,250
VSL112213,Bulk,2023-04-03 05:00:00,2023-04-03 12:00:00,2023-04-05 00:00:00,17,101927,353
VSL112214,Tanker,2023-04-03 06:00:00,2023-04-03 10:00:00,2023-04-04 20:00:00,18,171030,351
VSL112215,Container,2023-04-03 07:00:00,2023-04-03 09:00:00,2023-04-04 13:00:00,19,50251,399
VSL112216,Bulk,2023-04-03 08:00:00,2023-04-03 09:00:00,2023-04-04 20:00:00,8,99637,150
VSL112217,Bulk,2023-04-03 09:00:00,2023-04-03 09:00:00,2023-04-05 20:00:00,16,115980,389
VSL112218,Bulk,2023-04-03 10:00:00,2023-04-03 13:00:00,2023-04-06 01:00:00,13,80357,352
VSL112219,Container,2023-04-03 11:00:00,2023-04-03 12:00:00,2023-04-05 20:00:00,19,47592,399
VSL112220,Bulk,2023-04-03 12:00:00,2023-04-03 23:00:00,2023-04-05 00:00:00,3,118603,278
VSL112221,Bulk,2023-04-03 13:00:00,2023-04-03 15:00:00,2023-04-04 16:00:00,15,120622,373
VSL112222,Bulk,2023-04-03 14:00:00,2023-04-03 14:00:00,2023-04-05 02:00:00,12,29380,331
VSL112223,Bulk,2023-04-03 15:00:00,2023-04-03 20:00:00,2023-04-06 14:00:00,15,88081,229
VSL112224,Tanker,2023-04-03 16:00:00,2023-04-03 19:00:00,2023-04-06 11:00:00,9,82228,376
VSL112225,Bulk,2023-04-03 17:00:00,2023-04-03 21:00:00,2023-04-05 05:00:00,9,102280,382
VSL112226,Container,2023-04-03 18:00:00,2023-04-04 01:00:00,2023-04-05 16:00:00,14,41575,216
VSL112227,Bulk,2023-04-03 19:00:00,2023-04-04 05:00:00,2023-04-05 23:00:00,2,169290,310
VSL112228,Bulk,2023-04-03 20:00:00,2023-04-03 23:00:00,2023-04-06 04:00:00,24,90199,361
VSL112229,Tanker,2023-04-03 21:00:00,2023-04-04 02:00:00,2023-04-05 19:00:00,16,132604,165
VSL112230,Bulk,2023-04-03 22:00:00,2023-04-04 00:00:00,2023-04-05 00:00:00,11,46587,357
VSL112231,Tanker,2023-04-03 23:00:00,2023-04-04 06:00:00,2023-04-06 06:00:00,23,30568,385
VSL112232,Container,2023-04-04 00:00:00,2023-04-04 02:00:00,2023-04-05 02:00:00,24,58280,239
VSL112233,Tanker,2023-04-04 01:00:00,2023-04-04 07:00:00,2023-04-05 12:00:00,17,161979,274
VSL112234,Bulk,2023-04-04 02:00:00,2023-04-04 08:00:00,2023-04-05 05:00:00,12,81989,335
VSL112235,Container,2023-04-04 03:00:00,2023-04-04 05:00:00,2023-04-06 11:00:00,2,164742,336
VSL112236,Bulk,2023-04-04 04:00:00,2023-04-04 06:00:00,2023-04-06 11:00:00,8,50083,338
VSL112237,Tanker,2023-04-04 05:00:00,2023-04-04 14:00:00,2023-04-05 21:00:00,16,79872,204
VSL112238,Container,2023-04-04 06:00:00,2023-04-04 15:00:00,2023-04-05 14:00:00,3,58455,178
VSL112239,Container,2023-04-04 07:00:00,2023-04-04 18:00:00,2023-04-05 11:00:00,23,68683,326
VSL112240,Tanker,2023-04-04 08:00:00,2023-04-04 18:00:00,2023-04-06 04:00:00,7,38779,319
VSL112241,Tanker,2023-04-04 09:00:00,2023-04-04 16:00:00,2023-04-05 11:00:00,24,76529,200
VSL112242,Container,2023-04-04 10:00:00,2023-04-04 20:00:00,2023-04-07 00:00:00,24,123235,255
VSL112243,Container,2023-04-04 11:00:00,2023-04-04 13:00:00,2023-04-05 13:00:00,8,87382,197
VSL112244,Tanker,2023-04-04 12:00:00,2023-04-04 13:00:00,2023-04-07 00:00:00,21,161618,262
VSL112245,Bulk,2023-04-04 13:00:00,2023-04-04 17:00:00,2023-04-07 08:00:00,17,143619,174
VSL112246,Container,2023-04-04 14:00:00,2023-04-05 00:00:00,2023-04-07 00:00:00,11,41831,223
VSL112247,Tanker,2023-04-04 15:00:00,2023-04-04 21:00:00,2023-04-06 23:00:00,12,126829,318
VSL112248,Bulk,2023-04-04 16:00:00,2023-04-04 23:00:00,2023-04-05 18:00:00,22,85216,201
VSL112249,Container,2023-04-04 17:00:00,2023-04-04 17:00:00,2023-04-07 16:00:00,7,61993,187
VSL112250,Container,2023-04-04 18:00:00,2023-04-05 05:00:00,2023-04-06 11:00:00,20,90284,338
VSL112251,Tanker,2023-04-04 19:00:00,2023-04-04 20:00:00,2023-04-05 21:00:00,10,118292,259
VSL112252,Bulk,2023-04-04 20:00:00,2023-04-05 02:00:00,2023-04-07 00:00:00,10,109798,282
VSL112253,Container,2023-04-04 21:00:00,2023-04-05 05:00:00,2023-04-07 09:00:00,4,68230,156
VSL112254,Bulk,2023-04-04 22:00:00,2023-04-05 00:00:00,2023-04-06 02:00:00,17,87156,266
VSL112255,Bulk,2023-04-04 23:00:00,2023-04-05 06:00:00,2023-04-06 07:00:00,9,163200,348
VSL112256,Container,2023-04-05 00:00:00,2023-04-05 09:00:00,2023-04-06 11:00:00,22,28718,228
VSL112257,Bulk,2023-04-05 01:00:00,2023-04-05 03:00:00,2023-04-06 16:00:00,15,178768,226
VSL112258,Container,2023-04-05 02:00:00,2023-04-05 05:00:00,2023-04-07 04:00:00,23,137589,273
VSL112259,Bulk,2023-04-05 03:00:00,2023-04-05 04:00:00,2023-04-06 11:00:00,2,159447,187
VSL112260,Container,2023-04-05 04:00:00,2023-04-05 12:00:00,2023-04-07 22:00:00,11,83287,159
VSL112261,Tanker,2023-04-05 05:00:00,2023-04-05 09:00:00,2023-04-07 02:00:00,3,107123,355
VSL112262,Container,2023-04-05 06:00:00,2023-04-05 10:00:00,2023-04-06 22:00:00,20,131890,271
VSL112263,Container,2023-04-05 07:00:00,2023-04-05 10:00:00,2023-04-06 07:00:00,19,167116,341
VSL112264,Container,2023-04-05 08:00:00,2023-04-05 12:00:00,2023-04-06 10:00:00,10,22802,288
VSL112265,Bulk,2023-04-05 09:00:00,2023-04-05 20:00:00,2023-04-06 13:00:00,9,112294,154
VSL112266,Tanker,2023-04-05 10:00:00,2023-04-05 10:00:00,2023-04-07 07:00:00,8,83419,274
VSL112267,Bulk,2023-04-05 11:00:00,2023-04-05 20:00:00,2023-04-06 11:00:00,16,54857,178
VSL112268,Bulk,2023-04-05 12:00:00,2023-04-05 21:00:00,2023-04-08 10:00:00,13,81217,203
VSL112269,Container,2023-04-05 13:00:00,2023-04-06 00:00:00,2023-04-06 16:00:00,2,57952,356
VSL112270,Bulk,2023-04-05 14:00:00,2023-04-05 19:00:00,2023-04-07 11:00:00,15,175694,157
VSL112271,Container,2023-04-05 15:00:00,2023-04-06 01:00:00,2023-04-07 14:00:00,11,78882,385
VSL112272,Tanker,2023-04-05 16:00:00,2023-04-05 19:00:00,2023-04-07 23:00:00,24,135189,159
VSL112273,Bulk,2023-04-05 17:00:00,2023-04-06 04:00:00,2023-04-08 14:00:00,4,29633,290
VSL112274,Bulk,2023-04-05 18:00:00,2023-04-05 21:00:00,2023-04-06 19:00:00,3,21504,222
VSL112275,Bulk,2023-04-05 19:00:00,2023-04-06 06:00:00,2023-04-08 06:00:00,4,144027,195
VSL112276,Container,2023-04-05 20:00:00,2023-04-06 00:00:00,2023-04-07 00:00:00,2,168451,166
