vessel_id,idle_hours,fuel_cost_per_hour_usd,co2_emission_kg_per_hour,total_delay_cost_usd,vessel_id_was_missing,idle_hours_was_missing,fuel_cost_per_hour_usd_was_missing,co2_emission_kg_per_hour_was_missing,total_delay_cost_usd_was_missing,vessel_id_was_missing_was_missing,idle_hours_was_missing_was_missing,fuel_cost_per_hour_usd_was_missing_was_missing,co2_emission_kg_per_hour_was_missing_was_missing,total_delay_cost_usd_was_missing_was_missing
VSL104605,19.868951269248377,2974.5119235568327,843.0932620388136,10956.127343664231,0,0,0,0,0,0,0,0,0,0
VSL104606,21.74658310676346,1624.5390087646504,487.3826641042747,121080.90991197656,0,0,0,0,0,0,0,0,0,0
VSL104607,7.0471999223111546,4227.537061783637,845.2806480447281,151326.86044385316,0,0,0,0,0,0,0,0,0,0
VSL104608,17.498783528530097,1362.624286854953,1155.9313979158549,86197.41633605851,0,0,0,0,0,0,0,0,0,0
VSL104609,32.20683092228741,2651.2556622639568,418.9115846156544,22456.210547792485,0,0,0,0,0,0,0,0,0,0
VSL104610,15.653368253848384,4414.291629534588,1445.5841768120033,16757.409326187044,0,0,0,0,0,0,0,0,0,0
VSL104611,13.80635085175891,1558.5449203557323,1088.3614647697264,9434.517709388376,0,0,0,0,0,0,0,0,0,0
VSL104612,1.934504637321762,2963.025535305121,1264.3575205092563,57850.24179399364,0,0,0,0,0,0,0,0,0,0
VSL104613,22.69241642638982,2696.1489999112555,755.6417655315929,178816.78821868417,0,0,0,0,0,0,0,0,0,0
VSL104614,0.126889647698885,856.0588057776287,1096.1034304606085,195339.3532235365,0,0,0,0,0,0,0,0,0,0
VSL104615,38.41869459878149,3499.5256805585477,420.74457623405294,124996.13856187835,0,0,0,0,0,0,0,0,0,0
VSL104616,39.11521996091032,4130.895157560089,695.953444775008,5575.399353191271,0,0,0,0,0,0,0,0,0,0
VSL104617,12.119408845496062,866.2659061639745,890.9852706072122,109036.24844082887,0,0,0,0,0,0,0,0,0,0
VSL104618,7.4779856911675555,1651.6995906894224,786.2232381146773,181067.25686381885,0,0,0,0,0,0,0,0,0,0
VSL104619,38.46481442727298,3896.397173510918,908.0185542702212,33139.881075028745,0,0,0,0,0,0,0,0,0,0
VSL104620,10.93389766560344,1019.1758624182868,642.9874576658328,181941.5183741216,0,0,0,0,0,0,0,0,0,0
VSL104621,37.93753456034483,1379.108401945497,1329.644573779585,115447.77532966108,0,0,0,0,0,0,0,0,0,0
VSL104622,44.05530770110663,1073.9833963569708,204.9877043896961,190375.0105426122,0,0,0,0,0,0,0,0,0,0
VSL104623,4.524362527391848,2754.5530753056864,753.5765060097633,38873.41095814889,0,0,0,0,0,0,0,0,0,0
VSL104624,16.783397394918858,3337.194533521625,1140.8635294279347,114181.37148583464,0,0,0,0,0,0,0,0,0,0
VSL104625,11.361984773071931,1832.808705828728,1023.5846131565702,56496.39089279984,0,0,0,0,0,0,0,0,0,0
VSL104626,29.560532397948755,2322.299526789914,716.7485916998022,15579.149315131994,0,0,0,0,0,0,0,0,0,0
VSL104627,8.937613995777163,4951.063526535863,863.4033562922103,71387.62570181726,0,0,0,0,0,0,0,0,0,0
VSL104628,6.677948159868503,3398.570073973255,607.3180668698283,172292.2755248294,0,0,0,0,0,0,0,0,0,0
VSL104629,32.83237021132007,834.3257278525188,391.7360443403153,74583.26265207338,0,0,0,0,0,0,0,0,0,0
VSL104630,35.23790984482018,3727.666369753795,501.50915329543415,147886.5320861581,0,0,0,0,0,0,0,0,0,0
VSL104631,35.117780874115574,1325.7130952263435,413.4594751409481,191391.31046809405,0,0,0,0,0,0,0,0,0,0
VSL104632,18.91478829416643,3000.3057248352634,597.1323199960931,88128.92744826004,0,0,0,0,0,0,0,0,0,0
VSL104633,14.950676704752349,2506.4337025060267,828.51035455994,136766.23511403275,0,0,0,0,0,0,0,0,0,0
VSL104634,13.523283496151825,4244.67838345655,491.5254332034631,57510.72050701051,0,0,0,0,0,0,0,0,0,0
VSL104635,6.457267587772595,3030.0165126448,420.31185387312,75583.71626942778,0,0,0,0,0,0,0,0,0,0
VSL104636,34.42430358714209,4686.07315751396,354.1823026314726,112543.1557960022,0,0,0,0,0,0,0,0,0,0
VSL104637,39.11470815895925,1943.3467434873885,712.843939290547,146982.58146480942,0,0,0,0,0,0,0,0,0,0
VSL104638,11.711284558795922,1948.049268948478,379.0723497738885,165562.9582707898,0,0,0,0,0,0,0,0,0,0
VSL104639,33.61204710784401,1321.282331859417,1369.7150280164878,96651.04077541915,0,0,0,0,0,0,0,0,0,0
VSL104640,36.79395050850924,1499.4298189856331,949.3580636528942,151361.2095339571,0,0,0,0,0,0,0,0,0,0
VSL104641,40.88261588354396,4813.109703509264,295.3445014735498,165741.43200747465,0,0,0,0,0,0,0,0,0,0
VSL104642,45.90011850576363,2062.411006920196,1322.9910918582548,181511.19432328455,0,0,0,0,0,0,0,0,0,0
VSL104643,11.25799336329525,4863.347547502466,1450.1975563882747,56845.62200043279,0,0,0,0,0,0,0,0,0,0
VSL104644,19.98766719208377,2462.342580773048,1279.8938394721313,74942.67093345319,0,0,0,0,0,0,0,0,0,0
VSL104645,22.16163874343971,4107.462893720598,1155.0696825925584,99082.2403141592,0,0,0,0,0,0,0,0,0,0
VSL104646,9.824374576643663,3973.121090336997,1477.881360375287,75240.49936007023,0,0,0,0,0,0,0,0,0,0
VSL104647,35.96311396843263,4942.057283147364,558.6934270594672,169389.57908987225,0,0,0,0,0,0,0,0,0,0
VSL104648,9.286485661044615,2544.843594458861,436.0430588248567,63950.406590718565,0,0,0,0,0,0,0,0,0,0
VSL104649,44.30758941291457,2589.791489694793,930.3113677640816,89733.00560590264,0,0,0,0,0,0,0,0,0,0
VSL104650,25.151013826596675,3842.1850242553833,784.0407456008809,10880.793122323716,0,0,0,0,0,0,0,0,0,0
VSL104651,8.26872152082027,3038.0080313386084,333.67344364503003,196304.4399076357,0,0,0,0,0,0,0,0,0,0
VSL104652,4.628249249012498,4945.712819223707,1399.8517045918666,173567.63385041177,0,0,0,0,0,0,0,0,0,0
VSL104653,21.08376777891788,3716.097557478491,411.1372611807549,79076.66334893518,0,0,0,0,0,0,0,0,0,0
VSL104654,47.05141001877882,1844.660746406827,543.9399228846589,191781.90663302143,0,0,0,0,0,0,0,0,0,0
VSL104655,15.987637936882392,4838.012525061186,390.1851366996557,104420.98263822612,0,0,0,0,0,0,0,0,0,0
VSL104656,1.199888432691527,1735.0824549777867,407.8182703046303,133695.8665118722,0,0,0,0,0,0,0,0,0,0
VSL104657,20.567382635802453,1930.6132816330517,594.5131699200933,169251.373696883,0,0,0,0,0,0,0,0,0,0
VSL104658,41.454269172884125,1334.5768596403618,1135.7375147495293,122717.34321731894,0,0,0,0,0,0,0,0,0,0
VSL104659,23.6861878972924,2666.825140898932,1289.3492094770604,139418.15260114236,0,0,0,0,0,0,0,0,0,0
VSL104660,3.83005085193653,3030.0299419457706,1289.7016887384762,114486.80330211089,0,0,0,0,0,0,0,0,0,0
VSL104661,30.400445450428847,4022.13706580804,1131.313674159665,39339.8701989063,0,0,0,0,0,0,0,0,0,0
VSL104662,8.270989830428142,2583.607609818374,393.7347186649722,134320.1289633543,0,0,0,0,0,0,0,0,0,0
VSL104663,3.4608315656456465,1062.069250942291,669.1279415019931,120435.69452370632,0,0,0,0,0,0,0,0,0,0
VSL104664,26.758230400953263,2887.878313744146,1195.7666694715108,193205.71632431197,0,0,0,0,0,0,0,0,0,0
VSL104665,36.99972320154188,2032.344273621349,1331.9824040889366,123821.96755764856,0,0,0,0,0,0,0,0,0,0
VSL104666,21.03679409882529,3855.213975161831,1105.872289667977,38186.77225022405,0,0,0,0,0,0,0,0,0,0
VSL104667,14.746936381758434,1155.6257106026717,1123.419270066216,183637.44069727,0,0,0,0,0,0,0,0,0,0
VSL104668,4.73893966238777,1261.821840019813,725.8494656442143,180230.340048862,0,0,0,0,0,0,0,0,0,0
VSL104669,32.55908858306296,4459.1053566060245,1460.4291328834745,137411.85251489497,0,0,0,0,0,0,0,0,0,0
VSL104670,34.75259405943172,4998.0872355322745,561.4661079794189,82405.72016550429,0,0,0,0,0,0,0,0,0,0
VSL104671,45.48545965139621,4638.5966090708735,1452.5029234443623,134261.42755988013,0,0,0,0,0,0,0,0,0,0
VSL104672,8.186818515939994,4468.121347411767,1374.647847004516,65738.426146638,0,0,0,0,0,0,0,0,0,0
VSL104673,42.81816145214953,1751.1077705158789,1436.1267633143657,154146.69570511158,0,0,0,0,0,0,0,0,0,0
VSL104674,43.26897263292498,802.3956099597972,1216.118491007293,78408.97631344266,0,0,0,0,0,0,0,0,0,0
VSL104675,7.1732349369957245,1068.4079357501969,724.0239759221557,182185.88163803887,0,0,0,0,0,0,0,0,0,0
VSL104676,10.133488112426871,848.9652503743971,740.2756483579203,19808.13409031868,0,0,0,0,0,0,0,0,0,0
VSL104677,0.5876335087446503,1330.7690378627062,804.9167085276218,30200.190290455947,0,0,0,0,0,0,0,0,0,0
VSL104678,42.50040306285475,3111.6079464960826,583.1147167963146,193742.3682800404,0,0,0,0,0,0,0,0,0,0
VSL104679,25.075650273700564,1670.9095485241264,896.2461886108405,70678.68068531975,0,0,0,0,0,0,0,0,0,0
VSL104680,34.73787875235456,4066.3475058814047,1428.8162489132092,71227.34392091438,0,0,0,0,0,0,0,0,0,0
VSL104681,20.074133887454188,4483.599814487405,1137.8201854215067,64783.39491137644,0,0,0,0,0,0,0,0,0,0
VSL104682,46.12132697409191,2693.82567789754,1256.455866300454,91267.1240504428,0,0,0,0,0,0,0,0,0,0
VSL104683,29.233680828455647,2150.728546627619,645.2693283321964,184803.73733440667,0,0,0,0,0,0,0,0,0,0
VSL104684,47.07286358930829,3404.784518663072,1472.343556119089,82359.43254194377,0,0,0,0,0,0,0,0,0,0
VSL104685,30.61908115452701,2966.68371478765,622.9285751749228,15199.894557611417,0,0,0,0,0,0,0,0,0,0
VSL104686,13.293058017973756,1788.697034791191,1343.3911830342622,71474.6245664287,0,0,0,0,0,0,0,0,0,0
VSL104687,14.612221611916343,4585.91086668006,270.78110192030886,50094.77012555846,0,0,0,0,0,0,0,0,0,0
VSL104688,37.81432521078763,2154.945701042162,648.1226128327514,129660.84559037386,0,0,0,0,0,0,0,0,0,0
VSL104689,4.833906414896129,1513.9656378522632,1323.8647376010797,113694.79098297616,0,0,0,0,0,0,0,0,0,0
VSL104690,25.431066040200925,3613.37395967625,1093.3082451549733,128806.7893306986,0,0,0,0,0,0,0,0,0,0
VSL104691,47.49237688992108,4130.768288427305,1176.1354075663448,47761.9226665481,0,0,0,0,0,0,0,0,0,0
VSL104692,2.822622529798176,3224.9424689827542,1032.6833471102725,13137.224787275412,0,0,0,0,0,0,0,0,0,0
VSL104693,47.65066663977416,2137.9044704719126,682.5890609998113,162320.0634775398,0,0,0,0,0,0,0,0,0,0
VSL104694,6.078361292471822,3130.0538730915514,1431.5168334835505,102589.5985773118,0,0,0,0,0,0,0,0,0,0
VSL104695,44.35754472581482,3087.6795828216723,1303.3770639831348,91726.41147493926,0,0,0,0,0,0,0,0,0,0
VSL104696,5.253743738293393,3627.3824726998087,627.152554961095,198302.3749950601,0,0,0,0,0,0,0,0,0,0
VSL104697,36.89125984859483,3725.138477404614,1236.0547589951389,5420.511181571297,0,0,0,0,0,0,0,0,0,0
VSL104698,14.7285532328778,3464.9209658768186,1496.2793569150194,130821.46023134283,0,0,0,0,0,0,0,0,0,0
VSL104699,14.330374145212568,1192.200234441387,978.2613581589586,7876.0481026153375,0,0,0,0,0,0,0,0,0,0
VSL104700,37.19494280062254,2136.9323122741757,648.3112963527801,149422.25140200288,0,0,0,0,0,0,0,0,0,0
VSL104701,22.046129455056796,2005.43299547008,970.6403125191746,37876.31245355066,0,0,0,0,0,0,0,0,0,0
VSL104702,35.92609374919421,1458.2196381779868,1074.406933200792,11297.240299104576,0,0,0,0,0,0,0,0,0,0
VSL104703,6.189841814197322,966.4583547701084,1209.6862917780318,93682.1590176058,0,0,0,0,0,0,0,0,0,0
VSL104704,24.159342495200868,4582.024775259433,411.3219590483966,134793.27580871596,0,0,0,0,0,0,0,0,0,0
VSL104705,8.763533131225032,3990.819434251405,993.4616102934827,66572.3633694761,0,0,0,0,0,0,0,0,0,0
VSL104706,36.19693682997888,1345.6067804098263,838.84706826578,191159.2101314217,0,0,0,0,0,0,0,0,0,0
VSL104707,28.49240926066136,3610.07329468918,456.3134287444286,112507.70522728772,0,0,0,0,0,0,0,0,0,0
VSL104708,38.78236813332565,2197.772357368984,444.0626934843812,100810.51396078216,0,0,0,0,0,0,0,0,0,0
VSL104709,13.019284005227382,3468.2960543103904,1182.5352120847697,159681.95414051838,0,0,0,0,0,0,0,0,0,0
VSL104710,17.074076192981202,2906.93663834389,1445.7185368519663,136826.65842820882,0,0,0,0,0,0,0,0,0,0
VSL104711,32.90629959885885,2435.7899648698867,841.8246997125409,190222.02155930543,0,0,0,0,0,0,0,0,0,0
VSL104712,14.835830359319342,2390.9347585291243,254.0748734675208,31909.23008506848,0,0,0,0,0,0,0,0,0,0
VSL104713,16.7723231254577,4928.622469539841,1027.7011545788914,86588.011934131,0,0,0,0,0,0,0,0,0,0
VSL104714,25.487511728560264,3843.23921278232,672.18377338028,92566.70063585296,0,0,0,0,0,0,0,0,0,0
VSL104715,34.175543267142345,4518.4230186491295,1247.4431062020003,41032.70029402035,0,0,0,0,0,0,0,0,0,0
VSL104716,29.01781407119076,1950.386793275771,1092.3870684945389,6490.396731679412,0,0,0,0,0,0,0,0,0,0
VSL104717,33.16704200775479,3049.304968645947,344.58998938203547,12512.40735542791,0,0,0,0,0,0,0,0,0,0
VSL104718,30.92622793787457,2564.9648236355943,1065.6941137323906,178625.91568664374,0,0,0,0,0,0,0,0,0,0
VSL104719,7.636863765657885,983.9752204417184,1183.5583368123218,166260.29763956438,0,0,0,0,0,0,0,0,0,0
VSL104720,13.353272202508444,1547.3949592103477,1080.8905316581663,72391.93177869692,0,0,0,0,0,0,0,0,0,0
VSL104721,30.53642808355363,4905.709742606829,281.80786247047666,94953.91733779956,0,0,0,0,0,0,0,0,0,0
VSL104722,10.716606735045312,1415.2453568178094,817.3678429049756,177110.19435711525,0,0,0,0,0,0,0,0,0,0
VSL104723,19.59923560514784,1034.245336617476,846.9801143281165,56377.233244232615,0,0,0,0,0,0,0,0,0,0
VSL104724,35.62932505904706,1674.7119499762823,249.23266899880255,166813.19287320724,0,0,0,0,0,0,0,0,0,0
VSL104725,43.74321822268075,2856.561525325978,1078.6851652160196,150220.9877572145,0,0,0,0,0,0,0,0,0,0
VSL104726,1.982649627448323,2176.482894734256,579.5655252568997,5930.6714810062185,0,0,0,0,0,0,0,0,0,0
VSL104727,18.716590595903178,4573.171373932263,298.0841833501784,143043.69781168757,0,0,0,0,0,0,0,0,0,0
VSL104728,19.04843854749715,4378.357296225794,1222.135047776308,154742.06867503104,0,0,0,0,0,0,0,0,0,0
VSL104729,38.02582477019418,4290.694342012089,230.33980545361783,197560.88626153377,0,0,0,0,0,0,0,0,0,0
VSL104730,0.9266514471161464,2306.193847703763,1233.0369728273786,183443.79462680916,0,0,0,0,0,0,0,0,0,0
VSL104731,16.301584330365465,1307.64006357087,1403.959021483243,43460.885100370535,0,0,0,0,0,0,0,0,0,0
VSL104732,13.271567211239622,3229.8912909132227,966.52482744578,32985.04399781596,0,0,0,0,0,0,0,0,0,0
VSL104733,16.31423266770682,2808.283267795068,1388.1299279401796,64544.02476570086,0,0,0,0,0,0,0,0,0,0
VSL104734,21.492213089593815,860.5322467088956,633.1032971254101,151806.126001669,0,0,0,0,0,0,0,0,0,0
VSL104735,16.37451780093324,3972.433356644647,1128.793246692321,165271.24249227796,0,0,0,0,0,0,0,0,0,0
VSL104736,13.290616255614442,2964.1570023036206,726.8459773535317,105298.11803145854,0,0,0,0,0,0,0,0,0,0
VSL104737,3.241587052561263,4265.868161549075,1201.3623104439407,87793.37278915508,0,0,0,0,0,0,0,0,0,0
VSL104738,2.146390031444561,4532.060388386384,1150.2058466619735,25882.023568833843,0,0,0,0,0,0,0,0,0,0
VSL104739,37.349850132539984,2084.1326026546744,811.0346906020903,101049.7087460072,0,0,0,0,0,0,0,0,0,0
VSL104740,5.315685384035616,860.368766980657,1258.8324482879696,20825.533669597884,0,0,0,0,0,0,0,0,0,0
VSL104741,26.23567518621269,4500.071036206671,461.6297209016805,48784.67975203512,0,0,0,0,0,0,0,0,0,0
VSL104742,1.1592154031546773,3956.34145572528,785.7037812260288,176125.04453625545,0,0,0,0,0,0,0,0,0,0
VSL104743,21.873808497951373,2988.714089383528,1134.56394933608,123306.67621405072,0,0,0,0,0,0,0,0,0,0
VSL104744,30.906127376172307,4578.894630244707,960.7863975061424,58799.30788655858,0,0,0,0,0,0,0,0,0,0
VSL104745,45.87874252589908,4641.52320666742,253.3999410641312,11749.716382651855,0,0,0,0,0,0,0,0,0,0
VSL104746,0.3049217272242934,3711.8371370288737,705.097752121294,80536.82562714185,0,0,0,0,0,0,0,0,0,0
VSL104747,43.86468568042746,1141.1764291207971,374.1945494919552,93903.873771595,0,0,0,0,0,0,0,0,0,0
VSL104748,13.42770159390871,4681.453255119332,999.7064738635536,81043.25464443471,0,0,0,0,0,0,0,0,0,0
VSL104749,41.99136388102711,2319.581099771557,995.6252178768038,176231.82314572102,0,0,0,0,0,0,0,0,0,0
VSL104750,6.101337781498005,2994.9958502910576,473.6291023515718,160035.1719508776,0,0,0,0,0,0,0,0,0,0
VSL104751,36.0546667721936,1484.2993178195975,669.7937940568012,168109.5371088073,0,0,0,0,0,0,0,0,0,0
VSL104752,33.44191108198128,1636.9524602829165,1476.5349599657006,14080.951790536335,0,0,0,0,0,0,0,0,0,0
VSL104753,10.985729438530289,987.3387145292116,1051.609842983752,162079.05012462343,0,0,0,0,0,0,0,0,0,0
VSL104754,37.03541308287379,2336.6500296779886,294.22329657239584,170075.43354006868,0,0,0,0,0,0,0,0,0,0
VSL104755,29.476330259723323,1822.031883242193,738.4789765793604,129218.85242959458,0,0,0,0,0,0,0,0,0,0
VSL104756,39.98791766785811,1688.8260420339493,994.3461578611808,52061.85730701609,0,0,0,0,0,0,0,0,0,0
VSL104757,24.236771851167585,3464.076366570432,1365.3360987186284,32754.00719877412,0,0,0,0,0,0,0,0,0,0
VSL104758,28.620045154704854,3132.967354187174,1405.6115100591994,146772.4365999251,0,0,0,0,0,0,0,0,0,0
VSL104759,46.03179546743373,2068.9989646296967,1438.2656705976578,92714.28938752244,0,0,0,0,0,0,0,0,0,0
VSL104760,22.92430220861793,2494.514419877797,955.0626739463904,108029.49709201982,0,0,0,0,0,0,0,0,0,0
VSL104761,46.05643303607803,3222.3621467847984,1295.538925374329,16476.850036959484,0,0,0,0,0,0,0,0,0,0
VSL104762,8.234629026662706,3743.3820521685752,597.5190365017152,117890.86588913164,0,0,0,0,0,0,0,0,0,0
VSL104763,3.9916503831936234,1424.4556106267958,1305.0763673253196,143912.68614141672,0,0,0,0,0,0,0,0,0,0
VSL104764,13.477694398688165,833.3110730768508,766.8380622874447,128078.70281205264,0,0,0,0,0,0,0,0,0,0
VSL104765,15.42797025153067,1938.3321117719051,390.611357908918,110623.91865547748,0,0,0,0,0,0,0,0,0,0
VSL104766,33.8485585279671,2614.1522771559094,813.2563555639608,186282.91656974773,0,0,0,0,0,0,0,0,0,0
VSL104767,7.279539625298282,4817.8353664943215,870.895023008709,118958.14259263672,0,0,0,0,0,0,0,0,0,0
VSL104768,39.4664246913084,4088.213135927193,206.2543461551085,133084.33625423626,0,0,0,0,0,0,0,0,0,0
VSL104769,3.5405829026840774,4053.068251594784,669.7576499461527,19426.26293252761,0,0,0,0,0,0,0,0,0,0
VSL104770,31.244186098014943,1131.0635664340166,295.04842332705584,47074.91415666032,0,0,0,0,0,0,0,0,0,0
VSL104771,34.360174338014524,1687.764126681673,460.8145790384102,81939.49346103703,0,0,0,0,0,0,0,0,0,0
VSL104772,35.78432404298014,1199.825214083097,1362.6359314704662,100808.27982107854,0,0,0,0,0,0,0,0,0,0
VSL104773,22.357902422826143,3894.0285246223775,968.659512024102,154404.23249479634,0,0,0,0,0,0,0,0,0,0
VSL104774,4.085361230210474,3773.267660468888,380.3415912362584,101393.87234036974,0,0,0,0,0,0,0,0,0,0
VSL104775,36.91862739246948,2898.873539400551,379.4615105986547,174516.7573281906,0,0,0,0,0,0,0,0,0,0
VSL104776,13.787242357529404,4695.565034936391,637.2369058711257,87690.23234788056,0,0,0,0,0,0,0,0,0,0
VSL104777,43.75571178172258,1054.429939998067,739.289317174859,50009.89052865843,0,0,0,0,0,0,0,0,0,0
VSL104778,9.18390946015907,3189.947185171268,416.4429959036371,17418.68441282586,0,0,0,0,0,0,0,0,0,0
VSL104779,32.84015157936679,2821.1597821334008,1071.455337521986,64036.69659318069,0,0,0,0,0,0,0,0,0,0
VSL104780,44.302456815344094,1135.900550774536,364.2726403227824,71313.84715215462,0,0,0,0,0,0,0,0,0,0
VSL104781,28.586413203417884,4295.61014059138,463.2889884626898,161387.43699583653,0,0,0,0,0,0,0,0,0,0
VSL104782,46.51829312750036,3098.462971831123,1480.5293554762557,139500.74436280262,0,0,0,0,0,0,0,0,0,0
VSL104783,6.338432798024334,3610.661711840412,1121.4170413184693,132850.7069957775,0,0,0,0,0,0,0,0,0,0
VSL104784,7.263471298972284,1130.3146544039828,583.9010092319738,21849.22606174418,0,0,0,0,0,0,0,0,0,0
VSL104785,30.03288751932677,2567.749698734703,1106.726389782274,175481.28383330288,0,0,0,0,0,0,0,0,0,0
VSL104786,3.816126886240257,4251.480107893305,1493.7027269257326,30173.530248390507,0,0,0,0,0,0,0,0,0,0
VSL104787,4.419764288756978,4272.291826825191,513.3838612487333,62213.907581635285,0,0,0,0,0,0,0,0,0,0
VSL104788,15.607050773360935,3976.182646917687,940.929244601606,187256.51244665257,0,0,0,0,0,0,0,0,0,0
VSL104789,7.552767003647597,1295.2112060593608,804.8305305410864,182385.29480299927,0,0,0,0,0,0,0,0,0,0
VSL104790,35.0844925936739,4661.957325526673,1382.7720693857923,192498.15444942625,0,0,0,0,0,0,0,0,0,0
VSL104791,40.35413605323258,1266.5008792405886,937.760560813554,189836.215676472,0,0,0,0,0,0,0,0,0,0
VSL104792,27.31710030670217,3061.625441273327,1388.1586575429264,93584.59174722157,0,0,0,0,0,0,0,0,0,0
VSL104793,34.87608784980301,835.0329057502634,768.4039200584084,21189.364171813068,0,0,0,0,0,0,0,0,0,0
VSL104794,14.990522470247145,1347.8378113638985,597.9268725094335,163009.57025207998,0,0,0,0,0,0,0,0,0,0
VSL104795,33.926076414099946,4896.932958948846,410.3156389665327,146373.8269480479,0,0,0,0,0,0,0,0,0,0
VSL104796,7.679419069875777,4118.327601707216,905.6298434937596,143589.31045798076,0,0,0,0,0,0,0,0,0,0
VSL104797,18.20768347231749,4561.214696662684,394.2204746378716,114260.60876069244,0,0,0,0,0,0,0,0,0,0
VSL104798,2.4002294146038707,4584.045788136113,1047.4225993226082,148754.42022134096,0,0,0,0,0,0,0,0,0,0
VSL104799,8.183382520765125,3074.1022955035137,753.761153759158,131666.637323524,0,0,0,0,0,0,0,0,0,0
VSL104800,14.12115777638776,2447.510101781416,1044.1621703689211,171653.08719124005,0,0,0,0,0,0,0,0,0,0
VSL104801,5.047752769100784,1791.1604914861628,1234.9210856960196,114978.79911171227,0,0,0,0,0,0,0,0,0,0
VSL104802,31.164093716101632,2927.3863297775897,1270.3221672678153,154807.2207893881,0,0,0,0,0,0,0,0,0,0
VSL104803,46.97014025712888,2000.019412772414,536.8834990717841,114540.00488373602,0,0,0,0,0,0,0,0,0,0
VSL104804,18.346000179737395,2522.2621785019974,1344.250472015359,119517.16570579898,0,0,0,0,0,0,0,0,0,0
VSL104805,31.193834898003743,1571.7076274641522,1138.0852139052356,96034.1225223414,0,0,0,0,0,0,0,0,0,0
VSL104806,38.829636240473775,1322.7306671970696,547.5425486023069,20904.70411667158,0,0,0,0,0,0,0,0,0,0
VSL104807,15.68153538955897,2515.8390961098994,1285.234718833858,111209.5158341659,0,0,0,0,0,0,0,0,0,0
VSL104808,6.9770083071651054,2938.2506453118367,434.82227895843226,115147.7671910356,0,0,0,0,0,0,0,0,0,0
VSL104809,13.759240888819544,1271.0748381141327,762.8119025573287,53323.58095076608,0,0,0,0,0,0,0,0,0,0
VSL104810,2.19214154501818,1329.915470415724,262.45316947609564,165177.82279560738,0,0,0,0,0,0,0,0,0,0
VSL104811,2.470178721516021,2971.6067436778044,1469.888899908795,13667.669274760656,0,0,0,0,0,0,0,0,0,0
VSL104812,17.209754490850216,3828.275126337702,795.8472946945426,31838.435097522048,0,0,0,0,0,0,0,0,0,0
VSL104813,9.895792765512502,1301.9481478626622,623.9201841086376,167411.36757519643,0,0,0,0,0,0,0,0,0,0
VSL104814,42.80349708142758,2988.9956160453376,221.17387571690367,182333.08272766045,0,0,0,0,0,0,0,0,0,0
VSL104815,6.724949354037159,1017.6671951962288,1035.1835653205003,194196.21126527915,0,0,0,0,0,0,0,0,0,0
VSL104816,31.82773218938168,4092.636554172748,1279.4690892087872,88898.42663556023,0,0,0,0,0,0,0,0,0,0
VSL104817,34.07188904211467,1835.9046132588248,1467.905996104158,32028.064266922887,0,0,0,0,0,0,0,0,0,0
VSL104818,15.768055216573629,3008.4000353217675,1425.2205561132712,164785.75157700558,0,0,0,0,0,0,0,0,0,0
VSL104819,46.74598819206328,3503.5549238875374,288.2029711070524,82724.58632973852,0,0,0,0,0,0,0,0,0,0
VSL104820,27.73200514568827,4860.43636618124,1296.232291524237,160292.4232857301,0,0,0,0,0,0,0,0,0,0
VSL104821,32.02345925236469,1795.5708770911688,1049.206776514888,65484.8796860067,0,0,0,0,0,0,0,0,0,0
VSL104822,0.6759096900847528,4699.096640619588,1171.448243957982,194029.6778134624,0,0,0,0,0,0,0,0,0,0
VSL104823,18.735207702490943,3541.441692456913,1285.5733427075788,92590.7445601324,0,0,0,0,0,0,0,0,0,0
VSL104824,19.38761566834204,3654.149636177867,1296.3863100859355,48518.0759299379,0,0,0,0,0,0,0,0,0,0
VSL104825,30.90455556833852,3152.570471594179,1424.9689466401835,170216.9041808852,0,0,0,0,0,0,0,0,0,0
VSL104826,1.2274705486113522,4793.0236604658085,581.8010223560545,118371.37100001574,0,0,0,0,0,0,0,0,0,0
VSL104827,5.562985034813458,1113.9940932041634,366.8505025672288,64523.52503330279,0,0,0,0,0,0,0,0,0,0
VSL104828,7.169017458897001,2524.557416203137,522.8713680120652,35855.12152470679,0,0,0,0,0,0,0,0,0,0
VSL104829,31.85283803329845,1254.6035988298945,300.3902233513453,106810.62684109442,0,0,0,0,0,0,0,0,0,0
VSL104830,9.357910922978265,1246.3390284593488,459.7698320170404,35525.30890174347,0,0,0,0,0,0,0,0,0,0
VSL104831,32.05683417720975,3840.3019261294153,830.4384848388685,195617.00096253783,0,0,0,0,0,0,0,0,0,0
VSL104832,22.10702377299325,3290.0051067992317,809.9287947655982,174729.4785249046,0,0,0,0,0,0,0,0,0,0
VSL104833,6.094184930320399,1753.6530292478417,1472.8281726015575,142423.1336044991,0,0,0,0,0,0,0,0,0,0
VSL104834,18.700863681966418,2221.826855812304,1055.817046791908,154499.3972605638,0,0,0,0,0,0,0,0,0,0
VSL104835,41.358319492173095,3514.2315647483497,1234.238049393604,51170.77956338296,0,0,0,0,0,0,0,0,0,0
VSL104836,14.891546303921274,1328.6579217052513,909.5236378781156,103744.90940986478,0,0,0,0,0,0,0,0,0,0
VSL104837,26.93368033596753,1807.687185889749,1150.410667989693,151657.15511998435,0,0,0,0,0,0,0,0,0,0
VSL104838,34.81827955007297,2087.0822685799567,616.4548499530035,180921.95733843,0,0,0,0,0,0,0,0,0,0
