timestamp,yard_capacity_teu,yard_occupied_teu,gate_in_trucks,gate_out_trucks,avg_truck_wait_min,timestamp_was_missing,yard_capacity_teu_was_missing,yard_occupied_teu_was_missing,gate_in_trucks_was_missing,gate_out_trucks_was_missing,avg_truck_wait_min_was_missing,yard_utilization_ratio,timestamp_was_missing_was_missing,yard_capacity_teu_was_missing_was_missing,yard_occupied_teu_was_missing_was_missing,gate_in_trucks_was_missing_was_missing,gate_out_trucks_was_missing_was_missing,avg_truck_wait_min_was_missing_was_missing,yard_utilization_ratio_was_missing
2023-02-07 15:15:00+00:00,37007,11573,948,152,64.74325446975521,0,0,0,0,0,0,0.3127246196665496,0,0,0,0,0,0,0
2023-02-07 15:20:00+00:00,27834,34091,799,862,28.97549279644931,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 15:25:00+00:00,28104,8208,801,718,39.804997082509736,0,0,0,0,0,0,0.2920580700256191,0,0,0,0,0,0,0
2023-02-07 15:30:00+00:00,40541,13278,421,547,71.08050188723846,0,0,0,0,0,0,0.3275202881034015,0,0,0,0,0,0,0
2023-02-07 15:35:00+00:00,30958,45870,1050,261,7.366498905004067,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 15:40:00+00:00,48401,24522,596,1141,15.793634842356829,0,0,0,0,0,0,0.5066424247432905,0,0,0,0,0,0,0
2023-02-07 15:45:00+00:00,44230,45716,1077,1136,12.947582270444432,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 15:50:00+00:00,24778,20434,1143,292,13.674617423885843,0,0,0,0,0,0,0.8246831866978771,0,0,0,0,0,0,0
2023-02-07 15:55:00+00:00,29152,21559,1083,169,5.426079721848517,0,0,0,0,0,0,0.7395375960482986,0,0,0,0,0,0,0
2023-02-07 16:00:00+00:00,42349,10032,417,504,54.84794784425495,0,0,0,0,0,0,0.23688871047722496,0,0,0,0,0,0,0
2023-02-07 16:05:00+00:00,22473,9149,261,287,12.40905467614546,0,0,0,0,0,0,0.4071107551283763,0,0,0,0,0,0,0
2023-02-07 16:10:00+00:00,30767,10131,248,526,16.733306563499056,0,0,0,0,0,0,0.32928137289953524,0,0,0,0,0,0,0
2023-02-07 16:15:00+00:00,20945,30959,800,343,75.77469336903896,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 16:20:00+00:00,20156,42554,391,687,69.23909521368115,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 16:25:00+00:00,48921,9813,646,1151,36.58766291941939,0,0,0,0,0,0,0.20058870423744404,0,0,0,0,0,0,0
2023-02-07 16:30:00+00:00,45491,26449,695,409,68.11338525112804,0,0,0,0,0,0,0.5814117078103361,0,0,0,0,0,0,0
2023-02-07 16:35:00+00:00,46109,44050,489,805,13.925116059597832,0,0,0,0,0,0,0.9553449435034375,0,0,0,0,0,0,0
2023-02-07 16:40:00+00:00,38272,27092,483,279,59.79057119881831,0,0,0,0,0,0,0.7078804347826086,0,0,0,0,0,0,0
2023-02-07 16:45:00+00:00,24743,5532,1068,824,58.4507995264028,0,0,0,0,0,0,0.22357838580608658,0,0,0,0,0,0,0
2023-02-07 16:50:00+00:00,41124,43582,835,867,75.34255898830428,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 16:55:00+00:00,42786,36452,699,607,82.62366490464854,0,0,0,0,0,0,0.8519609217968495,0,0,0,0,0,0,0
2023-02-07 17:00:00+00:00,46804,15027,429,890,64.42327313858942,0,0,0,0,0,0,0.32106230236731903,0,0,0,0,0,0,0
2023-02-07 17:05:00+00:00,22116,43710,927,801,45.79238151811489,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 17:10:00+00:00,42059,35686,588,346,26.9807250781052,0,0,0,0,0,0,0.8484747616443568,0,0,0,0,0,0,0
2023-02-07 17:15:00+00:00,41914,26542,285,966,35.52509346892413,0,0,0,0,0,0,0.6332490337357446,0,0,0,0,0,0,0
2023-02-07 17:20:00+00:00,43553,18951,1144,615,58.07171860971532,0,0,0,0,0,0,0.4351250200904645,0,0,0,0,0,0,0
2023-02-07 17:25:00+00:00,37687,15111,769,176,76.43524573937103,0,0,0,0,0,0,0.40096054342346166,0,0,0,0,0,0,0
2023-02-07 17:30:00+00:00,34880,35718,453,793,5.547866072532584,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 17:35:00+00:00,31945,27768,175,958,15.941545309202938,0,0,0,0,0,0,0.8692440131475975,0,0,0,0,0,0,0
2023-02-07 17:40:00+00:00,44336,32108,310,1083,56.307377992313086,0,0,0,0,0,0,0.724197040779502,0,0,0,0,0,0,0
2023-02-07 17:45:00+00:00,30789,19413,731,141,35.111721344297024,0,0,0,0,0,0,0.6305173925752704,0,0,0,0,0,0,0
2023-02-07 17:50:00+00:00,20686,10111,289,322,60.89058484092334,0,0,0,0,0,0,0.488784685294402,0,0,0,0,0,0,0
2023-02-07 17:55:00+00:00,49052,6037,1096,448,57.10032861625364,0,0,0,0,0,0,0.12307347304900922,0,0,0,0,0,0,0
2023-02-07 18:00:00+00:00,48574,44575,899,677,77.50729215251206,0,0,0,0,0,0,0.9176720055997035,0,0,0,0,0,0,0
2023-02-07 18:05:00+00:00,21054,35209,303,1184,13.327597863405868,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 18:10:00+00:00,45656,9351,616,868,22.191974678616788,0,0,0,0,0,0,0.2048142631855616,0,0,0,0,0,0,0
2023-02-07 18:15:00+00:00,20272,26419,1062,712,65.00160206592172,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 18:20:00+00:00,41663,27025,223,1140,88.46539034882038,0,0,0,0,0,0,0.6486570818232005,0,0,0,0,0,0,0
2023-02-07 18:25:00+00:00,43431,30862,1161,349,32.88121970828438,0,0,0,0,0,0,0.7105984204830651,0,0,0,0,0,0,0
2023-02-07 18:30:00+00:00,28288,28523,761,967,69.03994799156429,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 18:35:00+00:00,30570,39301,134,1002,12.280293676692413,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 18:40:00+00:00,43915,41529,571,289,28.201975455031267,0,0,0,0,0,0,0.9456677672776955,0,0,0,0,0,0,0
2023-02-07 18:45:00+00:00,29795,24612,700,938,23.743466762368804,0,0,0,0,0,0,0.8260446383621413,0,0,0,0,0,0,0
2023-02-07 18:50:00+00:00,42535,36973,669,627,30.65374612028281,0,0,0,0,0,0,0.8692370988597625,0,0,0,0,0,0,0
2023-02-07 18:55:00+00:00,20103,33828,146,227,31.60886435093171,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 19:00:00+00:00,32963,6841,439,861,62.6613449473368,0,0,0,0,0,0,0.20753572186997543,0,0,0,0,0,0,0
2023-02-07 19:05:00+00:00,23447,40267,897,256,48.50084264105372,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 19:10:00+00:00,36385,34548,698,940,79.10525518599182,0,0,0,0,0,0,0.949512161605057,0,0,0,0,0,0,0
2023-02-07 19:15:00+00:00,49938,18604,1019,143,87.10594691945194,0,0,0,0,0,0,0.37254195202050544,0,0,0,0,0,0,0
2023-02-07 19:20:00+00:00,38325,31948,977,938,12.799578849032288,0,0,0,0,0,0,0.833607305936073,0,0,0,0,0,0,0
2023-02-07 19:25:00+00:00,26612,15803,993,1059,75.73545317273299,0,0,0,0,0,0,0.5938298511949497,0,0,0,0,0,0,0
2023-02-07 19:30:00+00:00,44801,30614,526,145,40.52765418958649,0,0,0,0,0,0,0.6833329613178277,0,0,0,0,0,0,0
2023-02-07 19:35:00+00:00,33949,28153,1191,815,21.223365953521423,0,0,0,0,0,0,0.8292733217473268,0,0,0,0,0,0,0
2023-02-07 19:40:00+00:00,30548,34931,407,694,88.62590204485669,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 19:45:00+00:00,26238,28171,1154,70,39.579404845152894,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 19:50:00+00:00,34057,13062,313,469,66.29130791298448,0,0,0,0,0,0,0.38353348797604014,0,0,0,0,0,0,0
2023-02-07 19:55:00+00:00,25369,7997,434,859,49.26897352276423,0,0,0,0,0,0,0.31522724585123574,0,0,0,0,0,0,0
2023-02-07 20:00:00+00:00,39968,22340,232,822,6.586508126443402,0,0,0,0,0,0,0.558947157726181,0,0,0,0,0,0,0
2023-02-07 20:05:00+00:00,36866,25532,465,1100,36.0883188209591,0,0,0,0,0,0,0.6925622524819617,0,0,0,0,0,0,0
2023-02-07 20:10:00+00:00,20738,39070,912,389,56.38516744895185,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 20:15:00+00:00,39291,26008,298,115,77.5829481392762,0,0,0,0,0,0,0.661932758137996,0,0,0,0,0,0,0
2023-02-07 20:20:00+00:00,35457,13956,1109,614,28.931222037207466,0,0,0,0,0,0,0.39360351975632457,0,0,0,0,0,0,0
2023-02-07 20:25:00+00:00,39518,20030,181,674,23.26473821227062,0,0,0,0,0,0,0.5068576344956729,0,0,0,0,0,0,0
2023-02-07 20:30:00+00:00,35087,10736,628,443,58.80079334639042,0,0,0,0,0,0,0.30598227263658906,0,0,0,0,0,0,0
2023-02-07 20:35:00+00:00,45120,22304,291,1032,44.70691990757979,0,0,0,0,0,0,0.49432624113475176,0,0,0,0,0,0,0
2023-02-07 20:40:00+00:00,37083,34055,324,637,35.46324888322328,0,0,0,0,0,0,0.9183453334411995,0,0,0,0,0,0,0
2023-02-07 20:45:00+00:00,20169,21741,756,126,55.47890170492695,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 20:50:00+00:00,38038,20018,736,1166,66.80707439998841,0,0,0,0,0,0,0.5262632104737368,0,0,0,0,0,0,0
2023-02-07 20:55:00+00:00,20298,12036,141,987,18.720138785133173,0,0,0,0,0,0,0.592964824120603,0,0,0,0,0,0,0
2023-02-07 21:00:00+00:00,24307,24209,199,938,7.1933531046312105,0,0,0,0,0,0,0.9959682396017608,0,0,0,0,0,0,0
2023-02-07 21:05:00+00:00,25046,7816,1029,417,62.91171616200294,0,0,0,0,0,0,0.3120657989299689,0,0,0,0,0,0,0
2023-02-07 21:10:00+00:00,40452,12608,1040,636,68.12057751340859,0,0,0,0,0,0,0.31167803816869377,0,0,0,0,0,0,0
2023-02-07 21:15:00+00:00,49905,42472,746,658,17.36829822272448,0,0,0,0,0,0,0.8510570083158,0,0,0,0,0,0,0
2023-02-07 21:20:00+00:00,28620,25411,1112,802,8.6551055039992,0,0,0,0,0,0,0.8878756114605171,0,0,0,0,0,0,0
2023-02-07 21:25:00+00:00,22066,5486,874,587,40.81712871134162,0,0,0,0,0,0,0.24861778301459259,0,0,0,0,0,0,0
2023-02-07 21:30:00+00:00,44420,33931,204,799,62.59472191170112,0,0,0,0,0,0,0.7638676271949573,0,0,0,0,0,0,0
2023-02-07 21:35:00+00:00,43084,35409,159,876,66.79498561936174,0,0,0,0,0,0,0.8218596230619255,0,0,0,0,0,0,0
2023-02-07 21:40:00+00:00,45842,32322,282,975,38.028259966460304,0,0,0,0,0,0,0.7050739496531565,0,0,0,0,0,0,0
2023-02-07 21:45:00+00:00,24813,27685,1047,569,27.08832569194963,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 21:50:00+00:00,43291,20319,1104,422,55.538565235640974,0,0,0,0,0,0,0.4693585271765494,0,0,0,0,0,0,0
2023-02-07 21:55:00+00:00,31662,20568,108,217,61.712877369024525,0,0,0,0,0,0,0.6496115216979345,0,0,0,0,0,0,0
2023-02-07 22:00:00+00:00,35381,35145,911,1090,64.94886879713954,0,0,0,0,0,0,0.993329753257398,0,0,0,0,0,0,0
2023-02-07 22:05:00+00:00,34620,47886,1056,568,10.286363002777428,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 22:10:00+00:00,45701,30855,761,794,28.5715134059818,0,0,0,0,0,0,0.675149340277018,0,0,0,0,0,0,0
2023-02-07 22:15:00+00:00,24403,26198,520,754,71.52153677629744,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 22:20:00+00:00,40283,13454,551,506,24.338528616547503,0,0,0,0,0,0,0.3339870416801132,0,0,0,0,0,0,0
2023-02-07 22:25:00+00:00,44698,30430,731,916,44.35189099582675,0,0,0,0,0,0,0.6807910868495235,0,0,0,0,0,0,0
2023-02-07 22:30:00+00:00,36894,28544,762,628,24.939229347942025,0,0,0,0,0,0,0.7736759364666341,0,0,0,0,0,0,0
2023-02-07 22:35:00+00:00,40903,31556,493,61,13.211820834440353,0,0,0,0,0,0,0.7714837542478546,0,0,0,0,0,0,0
2023-02-07 22:40:00+00:00,27472,9753,552,415,59.7079197561421,0,0,0,0,0,0,0.3550160163075131,0,0,0,0,0,0,0
2023-02-07 22:45:00+00:00,36366,14824,1056,795,83.4013337039911,0,0,0,0,0,0,0.40763350382225155,0,0,0,0,0,0,0
2023-02-07 22:50:00+00:00,32902,16384,672,68,28.00183872984506,0,0,0,0,0,0,0.4979636496261625,0,0,0,0,0,0,0
2023-02-07 22:55:00+00:00,26041,27757,1081,1151,56.9648793437636,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 23:00:00+00:00,40293,13053,661,926,28.999602775884004,0,0,0,0,0,0,0.3239520512247785,0,0,0,0,0,0,0
2023-02-07 23:05:00+00:00,46571,42059,698,861,21.249859354791493,0,0,0,0,0,0,0.9031156728436152,0,0,0,0,0,0,0
2023-02-07 23:10:00+00:00,43955,42383,798,347,86.35699708071714,0,0,0,0,0,0,0.9642361506085769,0,0,0,0,0,0,0
2023-02-07 23:15:00+00:00,40503,47388,1078,931,41.23036940629704,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-07 23:20:00+00:00,48939,46971,948,347,40.55014708514292,0,0,0,0,0,0,0.959786673205419,0,0,0,0,0,0,0
2023-02-07 23:25:00+00:00,46712,46007,225,216,9.739760681815888,0,0,0,0,0,0,0.9849075184106868,0,0,0,0,0,0,0
2023-02-07 23:30:00+00:00,26631,13563,179,826,46.82833800594201,0,0,0,0,0,0,0.5092936802973977,0,0,0,0,0,0,0
2023-02-07 23:35:00+00:00,47425,46005,113,390,59.41139104898151,0,0,0,0,0,0,0.9700579862941486,0,0,0,0,0,0,0
2023-02-07 23:40:00+00:00,47708,14618,544,472,40.37480697359525,0,0,0,0,0,0,0.306405634275174,0,0,0,0,0,0,0
2023-02-07 23:45:00+00:00,29577,19812,381,111,22.807982274773256,0,0,0,0,0,0,0.6698448118470434,0,0,0,0,0,0,0
2023-02-07 23:50:00+00:00,38800,22667,676,934,31.41458434853216,0,0,0,0,0,0,0.584201030927835,0,0,0,0,0,0,0
2023-02-07 23:55:00+00:00,29750,23795,1002,65,50.22488457729779,0,0,0,0,0,0,0.7998319327731093,0,0,0,0,0,0,0
2023-02-08 00:00:00+00:00,47460,15319,862,392,79.69926769515321,0,0,0,0,0,0,0.3227770754319427,0,0,0,0,0,0,0
2023-02-08 00:05:00+00:00,22081,5478,788,522,13.452177487111882,0,0,0,0,0,0,0.24808659028123725,0,0,0,0,0,0,0
2023-02-08 00:10:00+00:00,49055,30074,844,612,19.46170573651918,0,0,0,0,0,0,0.6130669656508001,0,0,0,0,0,0,0
2023-02-08 00:15:00+00:00,33965,11980,567,411,78.60132967229785,0,0,0,0,0,0,0.35271603120859707,0,0,0,0,0,0,0
2023-02-08 00:20:00+00:00,32994,36352,505,374,6.618178595194854,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 00:25:00+00:00,32715,38342,115,845,34.25772159340673,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 00:30:00+00:00,41398,5788,270,1123,62.6500339199321,0,0,0,0,0,0,0.13981351756123483,0,0,0,0,0,0,0
2023-02-08 00:35:00+00:00,32223,14727,84,701,82.30944039342603,0,0,0,0,0,0,0.457033795735965,0,0,0,0,0,0,0
2023-02-08 00:40:00+00:00,24198,30530,699,1014,78.61449146971226,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 00:45:00+00:00,33898,40726,356,796,63.142724401259066,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 00:50:00+00:00,42260,6603,1189,151,16.940783724355086,0,0,0,0,0,0,0.15624704212020823,0,0,0,0,0,0,0
2023-02-08 00:55:00+00:00,45254,26819,1004,304,27.599868738683632,0,0,0,0,0,0,0.5926326954523357,0,0,0,0,0,0,0
2023-02-08 01:00:00+00:00,49444,45121,816,662,47.05092225447255,0,0,0,0,0,0,0.9125677534180082,0,0,0,0,0,0,0
2023-02-08 01:05:00+00:00,42952,39364,254,784,20.366021972787635,0,0,0,0,0,0,0.9164648910411622,0,0,0,0,0,0,0
2023-02-08 01:10:00+00:00,23068,14425,447,263,56.29087732059048,0,0,0,0,0,0,0.6253251257152765,0,0,0,0,0,0,0
2023-02-08 01:15:00+00:00,46095,14152,1102,757,9.478475448695976,0,0,0,0,0,0,0.30701811476298946,0,0,0,0,0,0,0
2023-02-08 01:20:00+00:00,32691,20575,983,311,23.90054831201679,0,0,0,0,0,0,0.6293781163011226,0,0,0,0,0,0,0
2023-02-08 01:25:00+00:00,28006,35265,898,910,48.382969094573966,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 01:30:00+00:00,36030,9038,705,1149,70.9906918533289,0,0,0,0,0,0,0.2508465167915626,0,0,0,0,0,0,0
2023-02-08 01:35:00+00:00,20228,12945,1179,378,71.49484578773044,0,0,0,0,0,0,0.6399545184892229,0,0,0,0,0,0,0
2023-02-08 01:40:00+00:00,28820,25100,387,182,31.350529409655483,0,0,0,0,0,0,0.8709229701596114,0,0,0,0,0,0,0
2023-02-08 01:45:00+00:00,29999,22425,131,740,57.39573119053089,0,0,0,0,0,0,0.7475249174972499,0,0,0,0,0,0,0
2023-02-08 01:50:00+00:00,32826,21609,455,208,40.129022310608725,0,0,0,0,0,0,0.6582891610308902,0,0,0,0,0,0,0
2023-02-08 01:55:00+00:00,27196,17148,876,876,86.7159762199222,0,0,0,0,0,0,0.6305339020444183,0,0,0,0,0,0,0
2023-02-08 02:00:00+00:00,46087,44102,194,555,16.180541267117455,0,0,0,0,0,0,0.956929285915768,0,0,0,0,0,0,0
2023-02-08 02:05:00+00:00,27088,28784,296,325,41.05414586929136,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 02:10:00+00:00,36377,17047,564,610,52.214000646088046,0,0,0,0,0,0,0.468620282046348,0,0,0,0,0,0,0
2023-02-08 02:15:00+00:00,39226,14278,243,928,54.00468294370791,0,0,0,0,0,0,0.3639932697700505,0,0,0,0,0,0,0
2023-02-08 02:20:00+00:00,24112,26559,273,737,69.040651104872,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 02:25:00+00:00,25615,20902,403,925,31.354546211366976,0,0,0,0,0,0,0.8160062463400352,0,0,0,0,0,0,0
2023-02-08 02:30:00+00:00,37503,23459,669,718,30.0289210964295,0,0,0,0,0,0,0.6255232914700157,0,0,0,0,0,0,0
2023-02-08 02:35:00+00:00,49963,9102,560,170,68.31690762709218,0,0,0,0,0,0,0.1821748093589256,0,0,0,0,0,0,0
2023-02-08 02:40:00+00:00,26325,40821,835,78,7.683467961627193,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 02:45:00+00:00,46140,19779,363,1101,83.67900130167314,0,0,0,0,0,0,0.42867360208062416,0,0,0,0,0,0,0
2023-02-08 02:50:00+00:00,31480,45582,910,741,78.44545467814731,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 02:55:00+00:00,29002,30229,928,792,27.48137399677877,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 03:00:00+00:00,28277,31036,482,1016,21.463044891732448,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 03:05:00+00:00,42242,45825,212,120,21.74512806993461,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 03:10:00+00:00,38539,20391,253,467,51.90672667949928,0,0,0,0,0,0,0.5291003918108929,0,0,0,0,0,0,0
2023-02-08 03:15:00+00:00,20927,26293,860,816,82.57923133456332,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 03:20:00+00:00,48046,40522,92,828,35.460418737129416,0,0,0,0,0,0,0.8434000749281938,0,0,0,0,0,0,0
2023-02-08 03:25:00+00:00,48685,42531,652,1164,22.471297852153675,0,0,0,0,0,0,0.8735955633151895,0,0,0,0,0,0,0
2023-02-08 03:30:00+00:00,41798,47199,1027,199,17.039022589170585,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 03:35:00+00:00,46712,20937,1025,699,25.018311410952744,0,0,0,0,0,0,0.4482145915396472,0,0,0,0,0,0,0
2023-02-08 03:40:00+00:00,33094,12321,1191,279,20.063867116543825,0,0,0,0,0,0,0.3723031365202151,0,0,0,0,0,0,0
2023-02-08 03:45:00+00:00,39892,37769,830,658,79.01894857833922,0,0,0,0,0,0,0.9467813095357465,0,0,0,0,0,0,0
2023-02-08 03:50:00+00:00,47116,32705,251,837,70.49814335459554,0,0,0,0,0,0,0.6941378724849309,0,0,0,0,0,0,0
2023-02-08 03:55:00+00:00,23177,17583,1072,389,15.411961560761071,0,0,0,0,0,0,0.7586400310652802,0,0,0,0,0,0,0
2023-02-08 04:00:00+00:00,25964,35130,830,1193,78.48670626905121,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 04:05:00+00:00,29588,6123,796,452,73.43104397293507,0,0,0,0,0,0,0.2069420035149385,0,0,0,0,0,0,0
2023-02-08 04:10:00+00:00,42814,17604,264,650,41.09578310264456,0,0,0,0,0,0,0.41117391507450834,0,0,0,0,0,0,0
2023-02-08 04:15:00+00:00,47029,27755,840,617,74.3779746088891,0,0,0,0,0,0,0.5901677688234919,0,0,0,0,0,0,0
2023-02-08 04:20:00+00:00,33626,40181,1110,1058,22.0179439051886,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 04:25:00+00:00,33910,39460,1134,836,68.4120891338055,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 04:30:00+00:00,31666,8354,309,253,81.5807860070339,0,0,0,0,0,0,0.26381608033853343,0,0,0,0,0,0,0
2023-02-08 04:35:00+00:00,46132,10954,445,988,19.207815014665563,0,0,0,0,0,0,0.23744905922136478,0,0,0,0,0,0,0
2023-02-08 04:40:00+00:00,40246,33744,1123,1134,22.14535253119268,0,0,0,0,0,0,0.8384435720320031,0,0,0,0,0,0,0
2023-02-08 04:45:00+00:00,43019,28299,312,124,48.33866074729029,0,0,0,0,0,0,0.6578256119389108,0,0,0,0,0,0,0
2023-02-08 04:50:00+00:00,41664,7920,1105,780,80.35880362684023,0,0,0,0,0,0,0.19009216589861752,0,0,0,0,0,0,0
2023-02-08 04:55:00+00:00,37337,31437,573,557,84.9868286524932,0,0,0,0,0,0,0.8419798055548116,0,0,0,0,0,0,0
2023-02-08 05:00:00+00:00,42985,46081,437,252,36.62953230821137,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 05:05:00+00:00,44269,5973,778,709,16.949874752133084,0,0,0,0,0,0,0.13492511689895864,0,0,0,0,0,0,0
2023-02-08 05:10:00+00:00,44291,43075,276,1081,40.04048277001829,0,0,0,0,0,0,0.9725452123456233,0,0,0,0,0,0,0
2023-02-08 05:15:00+00:00,43861,44778,278,499,31.112941396073968,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 05:20:00+00:00,44554,38144,389,1189,82.46287162854016,0,0,0,0,0,0,0.8561296404363244,0,0,0,0,0,0,0
2023-02-08 05:25:00+00:00,21256,28571,1041,1068,59.62308093855137,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 05:30:00+00:00,44004,26826,985,840,8.010686021108825,0,0,0,0,0,0,0.6096263976002182,0,0,0,0,0,0,0
2023-02-08 05:35:00+00:00,30983,28268,277,790,60.9290540827273,0,0,0,0,0,0,0.9123713003905367,0,0,0,0,0,0,0
2023-02-08 05:40:00+00:00,47745,16776,521,116,33.03018571136985,0,0,0,0,0,0,0.35136663524976436,0,0,0,0,0,0,0
2023-02-08 05:45:00+00:00,40047,20558,506,862,81.96096543495801,0,0,0,0,0,0,0.5133468174894499,0,0,0,0,0,0,0
2023-02-08 05:50:00+00:00,24795,11474,1185,840,78.86781769839001,0,0,0,0,0,0,0.4627545876184715,0,0,0,0,0,0,0
2023-02-08 05:55:00+00:00,35653,34904,186,915,22.08555247498372,0,0,0,0,0,0,0.9789919501865201,0,0,0,0,0,0,0
2023-02-08 06:00:00+00:00,27310,30005,905,500,32.95744411749024,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 06:05:00+00:00,28034,47261,76,330,35.560974478583454,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 06:10:00+00:00,37959,31257,186,1157,52.87516455142623,0,0,0,0,0,0,0.8234410811665218,0,0,0,0,0,0,0
2023-02-08 06:15:00+00:00,33404,42538,534,716,67.57321236725168,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 06:20:00+00:00,20751,5128,142,246,25.363928277188435,0,0,0,0,0,0,0.24712062069297866,0,0,0,0,0,0,0
2023-02-08 06:25:00+00:00,45095,24535,219,668,16.00314891414542,0,0,0,0,0,0,0.5440736223528108,0,0,0,0,0,0,0
2023-02-08 06:30:00+00:00,34349,13663,898,773,80.820139898117,0,0,0,0,0,0,0.39776994963463275,0,0,0,0,0,0,0
2023-02-08 06:35:00+00:00,40421,14377,718,909,45.11896237518985,0,0,0,0,0,0,0.3556814527102249,0,0,0,0,0,0,0
2023-02-08 06:40:00+00:00,31484,37408,1131,241,10.12418163746116,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 06:45:00+00:00,33422,17661,440,702,74.57862141325037,0,0,0,0,0,0,0.5284243911196218,0,0,0,0,0,0,0
2023-02-08 06:50:00+00:00,26055,10529,457,880,44.01774991845869,0,0,0,0,0,0,0.40410669737094607,0,0,0,0,0,0,0
2023-02-08 06:55:00+00:00,46837,41045,341,847,52.566038969367554,0,0,0,0,0,0,0.876337083929372,0,0,0,0,0,0,0
2023-02-08 07:00:00+00:00,48471,36033,201,835,12.99287556828872,0,0,0,0,0,0,0.7433929566132327,0,0,0,0,0,0,0
2023-02-08 07:05:00+00:00,24425,26599,84,1161,86.51777612660278,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 07:10:00+00:00,26793,23273,796,166,41.2472865849783,0,0,0,0,0,0,0.8686224013734931,0,0,0,0,0,0,0
2023-02-08 07:15:00+00:00,44508,8098,875,988,56.79863536046583,0,0,0,0,0,0,0.1819448189089602,0,0,0,0,0,0,0
2023-02-08 07:20:00+00:00,44093,25041,76,776,64.27005518524909,0,0,0,0,0,0,0.5679132742158619,0,0,0,0,0,0,0
2023-02-08 07:25:00+00:00,23035,14080,928,180,49.648652888317855,0,0,0,0,0,0,0.6112437594964185,0,0,0,0,0,0,0
2023-02-08 07:30:00+00:00,29340,45115,978,589,88.22727909594826,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2023-02-08 07:35:00+00:00,35866,25783,1185,1112,8.44751543398179,0,0,0,0,0,0,0.7188702392237774,0,0,0,0,0,0,0
2023-02-08 07:40:00+00:00,40640,6855,262,1109,21.067607909683144,0,0,0,0,0,0,0.1686761811023622,0,0,0,0,0,0,0
